ARMO_FormID	ARMO_EDID	ARMO_FULL	BOD2_FirstPersonFlags	BOD2_FirstPersonFlagLabels	Keywords_EDID_Flat
005D0010	SCORE_S2_Headwear_Redviper_Hat	Red Viper Hat	30|46	Hair Top|Headband	
005D000F	SCORE_S2_Clothes_RedViper	Red Viper Fatigues	57	Coverall	
005CB9DE	ATX_Headwear_MothmanHunter_Goggles	Mothman Hunter Goggles	47	Eyes	
005CB9DF	ATX_Headwear_MothmanHunter_Hat	Mothman Hunter Hat	30|46	Hair Top|Headband	
005CB9DD	ATX_Clothes_MothmanHunter	Mothman Hunter Outfit	57	Coverall	
005CB9ED	ATX_Clothes_PrewarShortSleevesAndSlacks_BlueAndTan_NOTPLAYABLE		57	Coverall	
005CBA0B	Headwear_ChallyMascot	Chally the Moo-Moo Mask	30|31|46|47|48|49	Hair Top|Hair Long|Headband|Eyes|Beard|Mouth	
005CBA0C	Clothes_ChallyMascot	Chally the Moo-Moo Outfit	57	Coverall	
005CBE51	ATX_Headwear_GasMaskRaiderSkull_Cap_Commie	Communist Officer's Raider Skull Gas Mask	30|31|46|47|48|49|50	Hair Top|Hair Long|Headband|Eyes|Beard|Mouth|Neck	
005CBE5B	ATX_Headwear_ChallyMascot_Clean	Chally Mask Clean	30|31|46|47|48|49	Hair Top|Hair Long|Headband|Eyes|Beard|Mouth	
005CBE5A	ATX_Clothes_ChallyMascot_Clean	Chally Outfit Clean	57	Coverall	
005D004C	ATX_Headwear_TankerHelmet	Tanker Helmet	30|31|46	Hair Top|Hair Long|Headband	
005D004D	F1_SCORE_S3_Headwear_TankerHelmet_ArmorAce	American Tank Helmet	30|31|46	Hair Top|Hair Long|Headband	
005D0072	ATX_Clothes_TheQuack_NONPLAYABLE	The Quack Outfit	57	Coverall	
005D0073	ATX_Headwear_TheQuackMask_NONPLAYABLE	The Quack Mask	30|31|46|47|48|49|50	Hair Top|Hair Long|Headband|Eyes|Beard|Mouth|Neck	
005D032E	ATX_QC20_Headwear_SheepsquatchMascotHead_Demonic	Beelzebilly Head	30|31|46|47|48|49	Hair Top|Hair Long|Headband|Eyes|Beard|Mouth	
005D032F	ATX_QC20_Clothes_SheepsquatchMascotOutfit_Demonic	Beelzebilly Suit	57	Coverall	
005D052C	Headwear_GraftonMonsterHead	Grafton Monster Mask	30|31|46|48	Hair Top|Hair Long|Headband|Beard	
005D2A0E	Clothes_DeathclawHunter	Deathclaw Hunter Outfit	57	Coverall	
005D2A0F	Headwear_DeathclawHunter_Hat	Deathclaw Hunter Hat	30|31|46|47|48	Hair Top|Hair Long|Headband|Eyes|Beard	
005D7F4D	SCORE_S2_Headwear_Beret_PowerPatrol	Power Patrol Red Beret	30|46	Hair Top|Headband	
005D7F4E	SCORE_S2_Clothes_PowerPatrol	Power Patrol Fatigues	57	Coverall	
005D86ED	Headwear_SpecOps_BOS	Brotherhood Special Ops Mask	30|31|46|47|48|49|50	Hair Top|Hair Long|Headband|Eyes|Beard|Mouth|Neck	
005D86EC	ATX_F1_Headwear_SpecOps_Grey	Brotherhood Tactical Ops Mask	30|31|46|47|48|49|50	Hair Top|Hair Long|Headband|Eyes|Beard|Mouth|Neck	
005D86EF	ATX_F1_Clothes_SpecOps_Grey	Brotherhood Tactical Ops Suit	57	Coverall	
005D86EE	Clothes_SpecOps_BOS	Brotherhood Special Ops Suit	57	Coverall	
005D949E	ATX_Clothes_Subjugator	The Subjugator Outfit	57	Coverall	
005D949F	ATX_Headwear_Subjugator_Mask	The Subjugator Mask	30|31|46|47|48|49|50	Hair Top|Hair Long|Headband|Eyes|Beard|Mouth|Neck	
005DC6E5	ATX_Headwear_MilitaryUtilityCap_Green	Green Military Utility Cap	30|46	Hair Top|Headband	
005DC6EA	ATX_Headwear_MilitaryUtilityCap_Camo	Camo Military Utility Cap	30|46	Hair Top|Headband	
005DC6E6	ATX_Headwear_MilitaryUtilityCap_Tan	Tan Military Utility Cap	30|46	Hair Top|Headband	
005D2C65	ATX_WST_DLX_Clothes_Settler_Mechanic_NONPLAYABLE	Settler Mechanic Outfit	57	Coverall	
005D87CD	BS01_Armor_Combat_Torso_Shin_NONPLAYABLE	Combat Armor Chest Piece	41	[A] Torso	
005D898C	BS01_Armor_Combat_Arms_Rahmani_NONPLAYABLE	Combat Armor Right Arm	43	[A] R Arm	
005DC5AC	Clothes_SpecOps_BOS_NONPLAYABLE	Brotherhood Special Ops Suit	57	Coverall	
005DD338	Armor_BOSInfantry_LegLeft	Brotherhood Recon Left Leg	44	[A] L Leg	
005DD336	Armor_BOSInfantry_ArmRight	Brotherhood Recon Right Arm	43	[A] R Arm	
005DD335	Armor_BOSInfantry_ArmLeft	Brotherhood Recon Left Arm	42	[A] L Arm	
005DD339	Armor_BOSInfantry_Torso	Brotherhood Recon Chest Piece	41	[A] Torso	
005DD337	Armor_BOSInfantry_LegRight	Brotherhood Recon Right Leg	45	[A] R Leg	
005DD698	Headwear_Clothes_BOSInfantry_Helmet	Brotherhood Recon Helmet	30|31|46|47|48|49	Hair Top|Hair Long|Headband|Eyes|Beard|Mouth	
005E4141	Clothes_FieldSurgeon_NONPLAYABLE	FieldSurgeon Outfit	33|34|35|36|37|38|39|40|51	BODY|L Hand|R Hand|[U] Torso|[U] L Arm|[U] R Arm|[U] L Leg|[U] R Leg|Ring	
005E4142	BS01_Armor_Combat_FieldSurgeon_NONPLAYABLE	Combat Armor Chest Piece	41|42|43	[A] Torso|[A] L Arm|[A] R Arm	
005DC820	DELETED_SkinSuperMutantBoss_DailyOps		33	BODY	
005DC92A	ATX_DLC05_SkinArmorRackSkin_Clean		30|31|33|34|35|55	Hair Top|Hair Long|BODY|L Hand|R Hand|EyeOfRa	
005DCA95	ATX_Headwear_GhoulMask	Feral Ghoul Mask	30|31|46|47|48|49|50	Hair Top|Hair Long|Headband|Eyes|Beard|Mouth|Neck	
005DD0B7	ATX_F1_Armor_Casual_Underarmor_MummyCostume	Mummy Underarmor	33|36|37|38|39|40	BODY|[U] Torso|[U] L Arm|[U] R Arm|[U] L Leg|[U] R Leg	
005DD0B8	ATX_F1_Headwear_MummyMask	Mummy Mask	30|31|46|47|48|49|61	Hair Top|Hair Long|Headband|Eyes|Beard|Mouth|FX	
005DD138	ATX_Headwear_RobberMask	Wasteland Bandit Mask	47	Eyes	
005DD136	ATX_Headwear_RobberHat	Wasteland Bandit Cap	30|46	Hair Top|Headband	
005DD137	ATX_Armor_Casual_Underarmor_RobberCostume	Wasteland Bandit Underarmor	33|36|37|38|39|40	BODY|[U] Torso|[U] L Arm|[U] R Arm|[U] L Leg|[U] R Leg	
005E41E1	ATX_Headwear_Psycho	Cuddles the Clown Mask	30|31|46|47|48|49|50	Hair Top|Hair Long|Headband|Eyes|Beard|Mouth|Neck	
005E41E0	ATX_Clothes_Psycho	Cuddles the Clown Outfit	57	Coverall	
005E489C	ATX_F1_Clothes_MummyCostume	Mummy Costume	57	Coverall	
005E489B	ATX_Clothes_RobberCostume	Wasteland Bandit Costume	57	Coverall	
005E4986	ATX_Clothes_FeralGhoulCostume	Feral Ghoul Costume	57	Coverall	
005E9465	CreatureClothes_ScientistScorched	Scientist Scorched	33|34|35|41|42|43|44|45	BODY|L Hand|R Hand|[A] Torso|[A] L Arm|[A] R Arm|[A] L Leg|[A] R Leg	
005E8B3A	ATX_Headwear_Veteran_BalaclavaGoggles	Mountain Scout Goggles	30|31|46|47|48|49|50	Hair Top|Hair Long|Headband|Eyes|Beard|Mouth|Neck	
005EA054	CreatureClothes_EnclaveScorched	Enclave Scorched	33|34|35|41|42|43|44|45	BODY|L Hand|R Hand|[A] Torso|[A] L Arm|[A] R Arm|[A] L Leg|[A] R Leg	
005EAC65	ATX_Mannequin_DrBones		30|31|33|34|35|55	Hair Top|Hair Long|BODY|L Hand|R Hand|EyeOfRa	
005EC2AD	Clothes_PantSuit_Tulip	Tulip Sky Blue Pant Suit	57	Coverall	
005EC39A	MQ06_Armor_CaveDivingSuit	Cave Diving Suit	30|31|33|34|35|36|37|38|39|40|41|42|43|44|45|46|47|48|49|57	Hair Top|Hair Long|BODY|L Hand|R Hand|[U] Torso|[U] L Arm|[U] R Arm|[U] L Leg|[U] R Leg|[A] Torso|[A] L Arm|[A] R Arm|[A] L Leg|[A] R Leg|Headband|Eyes|Beard|Mouth|Coverall	
005ECBD2	Armor_HazmatSuit_SwampCamo	Swamp Camo Hazmat Suit	30|31|33|34|35|36|37|38|39|40|41|42|43|44|45|46|47|48|49|57	Hair Top|Hair Long|BODY|L Hand|R Hand|[U] Torso|[U] L Arm|[U] R Arm|[U] L Leg|[U] R Leg|[A] Torso|[A] L Arm|[A] R Arm|[A] L Leg|[A] R Leg|Headband|Eyes|Beard|Mouth|Coverall	
005ECBDE	ATX_Clothes_Chef_2_Outfit_NONPLAYABLE	Grillmaster's Outfit	57	Coverall	
005ED051	BS01_Armor_PowerArmor_BOSKnightShin_Torso_NONPLAYABLE	BoS Chest Piece	41	[A] Torso	
005ED050	BS01_Armor_PowerArmor_BOSKnightShin_LegRight_NONPLAYABLE	BoS Right leg	45	[A] R Leg	
005ED048	BS01_Armor_PowerArmor_BOSPaladinRahmani_Helmet_NONPLAYABLE	BoS Helm	30|31|32|46|47|48|49|50|52	Hair Top|Hair Long|FaceGen Head|Headband|Eyes|Beard|Mouth|Neck|Scalp	
005ED04E	BS01_Armor_PowerArmor_BOSKnightShin_Helmet_NONPLAYABLE	BoS Helm	30|31|32|46|47|48|49|50|52	Hair Top|Hair Long|FaceGen Head|Headband|Eyes|Beard|Mouth|Neck|Scalp	
005ED049	BS01_Armor_PowerArmor_BOSPaladinRahmani_LegLeft_NONPLAYABLE	BoS Left Leg	44	[A] L Leg	
005ED04C	BS01_Armor_PowerArmor_BOSKnightShin_ArmLeft_NONPLAYABLE	BoS Left Arm	42	[A] L Arm	
005ED046	BS01_Armor_PowerArmor_BOSPaladinRahmani_ArmLeft_NONPLAYABLE	BoS Arm Left	42	[A] L Arm	
005ED04A	BS01_Armor_PowerArmor_BOSPaladinRahmani_LegRight_NONPLAYABLE	BoS Right Leg	45	[A] R Leg	
005ED04F	BS01_Armor_PowerArmor_BOSKnightShin_LegLeft_NONPLAYABLE	BoS Left Leg	44	[A] L Leg	
005ED047	BS01_Armor_PowerArmor_BOSPaladinRahmani_ArmRight_NONPLAYABLE	BoS Arm Right	43	[A] R Arm	
005ED04B	BS01_Armor_PowerArmor_BOSPaladinRahmani_Torso_NONPLAYABLE	BoS Chest Piece	41	[A] Torso	
005ED04D	BS01_Armor_PowerArmor_BOSKnightShin_ArmRight_NONPLAYABLE	BoS Right Arm	43	[A] R Arm	
005ED79F	BS01_MQ07_Armor_PowerArmor_X01_LegLeft_UNPLAYABLE	Scorched X-01 Left Leg	44	[A] L Leg	
005ED79D	BS01_MQ07_Armor_PowerArmor_X01_ArmRight_UNPLAYABLE	Scorched X-01 Right Arm	43	[A] R Arm	
005ED79C	BS01_MQ07_Armor_PowerArmor_X01_ArmLeft_UNPLAYABLE	Scorched X-01 Left Arm	42	[A] L Arm	
005ED7A0	BS01_MQ07_Armor_PowerArmor_X01_LegRight_UNPLAYABLE	Scorched X-01 Right Leg	45	[A] R Leg	
005ED79E	BS01_MQ07_Armor_PowerArmor_X01_Helmet_UNPLAYABLE	Scorched X-01 Helm	30|31|32|46|47|48|49|50|52	Hair Top|Hair Long|FaceGen Head|Headband|Eyes|Beard|Mouth|Neck|Scalp	
005EDFDE	BS01_MQ07_Armor_PowerArmor_X01_Torso_UNPLAYABLE	Scorched X-01 Torso	41	[A] Torso	
005EED5E	Armor_BOSInfantry_LegRight_NONPLAYABLE	Brotherhood Recon Right Leg	45	[A] R Leg	
005EED5B	Armor_BOSInfantry_ArmLeft_NONPLAYABLE	Brotherhood Recon Left Arm	42	[A] L Arm	
005EED5C	Armor_BOSInfantry_ArmRight_NONPLAYABLE	Brotherhood Recon Right Arm	43	[A] R Arm	
005EED5D	Armor_BOSInfantry_LegLeft_NONPLAYABLE	Brotherhood Recon Left Leg	44	[A] L Leg	
005EED5F	Armor_BOSInfantry_Torso_NONPLAYABLE	Brotherhood Recon Chest Piece	41	[A] Torso	
005EED60	Headwear_Clothes_BOSInfantry_Helmet_NONPLAYABLE	Brotherhood Recon Helmet	30|31|46|47|48|49	Hair Top|Hair Long|Headband|Eyes|Beard|Mouth	
005EF2A4	SCORE_S3_Clothes_KDInkwell	K.D. Inkwell Outfit	57	Coverall	
005EFA69	Headwear_BOS_InfantryHood	Brotherhood of Steel Infantry Hood	30|31|46	Hair Top|Hair Long|Headband	
005EFA68	Underarmor_BOS_Infantry	Brotherhood of Steel Infantry Uniform	33|34|35|36|37|38|39|40	BODY|L Hand|R Hand|[U] Torso|[U] L Arm|[U] R Arm|[U] L Leg|[U] R Leg	
005EFC5C	BS01_Armor_PowerArmor_BOSKnightShin_LegLeft	BoS Left Leg	44	[A] L Leg	
005EFC5B	BS01_Armor_PowerArmor_BOSKnightShin_ArmRight	BoS Right Arm	43	[A] R Arm	
005EFC5E	BS01_Armor_PowerArmor_BOSKnightShin_Torso	BoS Chest Piece	41	[A] Torso	
005EFC5D	BS01_Armor_PowerArmor_BOSKnightShin_LegRight	BoS Right Leg	45	[A] R Leg	
005EFC5A	BS01_Armor_PowerArmor_BOSKnightShin_ArmLeft	BoS Left Arm	42	[A] L Arm	
005EFEB6	ATX_F1_Underarmor_BOS_Infantry_Camo	BOS Camouflage Infantry Uniform	33|34|35|36|37|38|39|40	BODY|L Hand|R Hand|[U] Torso|[U] L Arm|[U] R Arm|[U] L Leg|[U] R Leg	
005EFEB7	ATX_F1_Headwear_BOS_InfantryHood_Camo	BOS Camouflage Infantry Hood	30|31|46	Hair Top|Hair Long|Headband	
005EFF97	ATX_Headwear_GasMask_Bone	Bone Gas Mask	30|31|46|47|48|49|50	Hair Top|Hair Long|Headband|Eyes|Beard|Mouth|Neck	
005F0BB8	ATX_Clothes_Enclave_IntelOfficer	Enclave Intel Officer Uniform	57	Coverall	
005F0BB9	ATX_Headwear_Enclave_IntelOfficer_Hat	Enclave Intel Officer Hat	30|46	Hair Top|Headband	
005F0CE1	ATX_Headwear_TallTopHat_Ribbon	Ribbon Tall Top Hat	30|46	Hair Top|Headband	
005F0CE2	ATX_Headwear_TallTopHat	Tall Top Hat	30|46	Hair Top|Headband	
005F5E14	BS02_MQ03_Clothes_BrotherhoodCivvies_NONPLAYABLE	Brotherhood Civvies	57	Coverall	
005F0FB7	ATX_Headwear_TreetopDaredevil_Lumberjack	Treetop Daredevils Hat	30|46	Hair Top|Headband	
005F0FB8	ATX_Clothes_TreetopDaredevil_Lumberjack	Treetop Daredevils Outfit	57	Coverall	
005F5FA1	Headwear_Fasnacht_Mask_Jester	Fasnacht Buffoon Mask	30|31|46|47|48|49	Hair Top|Hair Long|Headband|Eyes|Beard|Mouth	
005F5FA0	ATX_Headwear_Fasnacht_Mask_Demon_v2	Fasnacht Blue Demon Mask	30|31|46|47|48|49	Hair Top|Hair Long|Headband|Eyes|Beard|Mouth	
005F5F9F	ATX_Headwear_Fasnacht_Mask_Buffoon	Fasnacht Blissful Buffoon Mask	30|31|46|47|48|49	Hair Top|Hair Long|Headband|Eyes|Beard|Mouth	
005F5FA3	Headwear_Fasnacht_Mask_Demon	Fasnacht Demon Mask	30|31|46|47|48|49	Hair Top|Hair Long|Headband|Eyes|Beard|Mouth	
005F5F9E	Headwear_Fasnacht_Mask_Brahmin	Fasnacht Brahmin Mask	30|31|46|47|48|49	Hair Top|Hair Long|Headband|Eyes|Beard|Mouth	
005F5FA2	ATX_Headwear_Fasnacht_Mask_Brahmin_v2	Fasnacht Bucking Brahmin Mask	30|31|46|47|48|49	Hair Top|Hair Long|Headband|Eyes|Beard|Mouth	
005F6C24	ATX_Clothes_SuperMutantOutfit	Super Mutant Outfit	57	Coverall	
005F6C25	ATX_Headwear_SuperMutant_Helm	Super Mutant Helm	30|46	Hair Top|Headband	
005F86CF	Armor_VaultSuit96_Underarmor_NotPlayable		33|36|37|38|39|40	BODY|[U] Torso|[U] L Arm|[U] R Arm|[U] L Leg|[U] R Leg	
005F995A	ATX_Headwear_MothmanGlasses_NONPLAYABLE	Mothman Glasses	47	Eyes	
005F995B	Babylon_Headwear_GhillieSuit_Helmet_Survivors2020_NONPLAYABLE	Ghillie Suit Hood	30|31|46	Hair Top|Hair Long|Headband	
005F9959	ATX_Headwear_MothmanMaskAlien_NONPLAYABLE	Alien Mothman Mask	30|31|46|47|48|49	Hair Top|Hair Long|Headband|Eyes|Beard|Mouth	
005FC034	ATX_Clothes_Cowboy_July4th	Rootin' Tootin' Cowboy Outfit	57	Coverall	
005FC033	ATX_Headwear_Cowboy_July4th	Rootin' Tootin' Cowboy Hat	30|46	Hair Top|Headband	
005FC9A6	Armor_EnclaveScoutUniform_LegRight_Covert	Covert Scout Armor Right Leg	45	[A] R Leg	
005FC9A7	Armor_EnclaveScoutUniform_LegLeft_Covert	Covert Scout Armor Left Leg	44	[A] L Leg	
005FC9A8	Armor_EnclaveScoutUniform_ArmRight_Covert	Covert Scout Armor Right Arm	43	[A] R Arm	
005FC9A9	Armor_EnclaveScoutUniform_ArmLeft_Covert	Covert Scout Armor Left Arm	42	[A] L Arm	
005FC9AA	Headwear_EnclaveScoutUniform_Mask_Covert	Covert Scout Armor Mask	47|48|49	Eyes|Beard|Mouth	
005FC9AB	Armor_EnclaveScoutUniform_Torso_Covert	Covert Scout Armor Chest Piece	41	[A] Torso	
005FE792	ATX_Headwear_Beret_ArmorAce	Armor Ace Beret	30|46	Hair Top|Headband	
005FFDE3	ATX_RaiderWarlord_Helmet	Raider Warlord Helmet	30|31|46|47	Hair Top|Hair Long|Headband|Eyes	
005FFDE2	ATX_Clothes_RaiderWarlord_Outfit	Raider Warlord Outfit	57	Coverall	
005FFF85	ATX_Headwear_BeekeeperHat	Beekeeper Hat	30|46	Hair Top|Headband	
005FFF84	ATX_Clothes_Beekeeper	Beekeeper Outfit	57	Coverall	
006013EF	ATX_Headwear_MatchstickHat	Matchstick Hat	30|46	Hair Top|Headband	
006058BE	ATX_Headwear_Mobster_Hat_NONPLAYABLE	Mobster Fedora	30|46	Hair Top|Headband	
00606402	BS02_Armor_Combat_Torso_Kit_NONPLAYABLE	Combat Armor Chest Piece	41	[A] Torso	
006069F5	Armor_Combat_ArmLeft_SteelDawn_NONPLAYABLE	Steel Dawn Combat Armor Left Arm	34|35|42	L Hand|R Hand|[A] L Arm	
00606B44	Armor_Marine_Underarmor_Wetsuit_NONPLAYABLE	Marine Wetsuit	33|34|35|36|37|38|39|40	BODY|L Hand|R Hand|[U] Torso|[U] L Arm|[U] R Arm|[U] L Leg|[U] R Leg	
00606B43	ATX_Headwear_Beret_Green_NONPLAYABLE	Green Military Beret	30|46	Hair Top|Headband	
00606B5A	Armor_RaiderMod_Torso_TallyLang_NONPLAYABLE	Raider Chest Piece	41	[A] Torso	
00606B5B	Armor_RaiderMod_ArmRight_TallyLang_NONPLAYABLE	Raider Right Arm	43	[A] R Arm	
00606C92	Clothes_MercenaryOutfit	Mercenary Outfit	57	Coverall	
00606C91	BS02_MQ03_Clothes_BrotherhoodCivvies	Brotherhood Civvies	57	Coverall	
00606C93	Clothes_MercenaryOutfit_NONPLAYABLE	Mercenary Outfit	57	Coverall	
00602D6B	ATX_Clothes_Icebreaker	Icebreaker Outfit	57	Coverall	
00602FD7	SkinMoleMinerBossTreasure		33|61	BODY|FX	
006032C1	SCORE_S4_Headwear_Beret_PowerPatrolBlue	Power Patrol Blue Beret	30|46	Hair Top|Headband	
00603AA4	SkinRedRocketRobot		33	BODY	
00604159	ATX_Clothes_Garrahan_Employee	Garrahan Employee Outfit	57	Coverall	
0060415B	ATX_Headwear_Garrahan_Employee_Helmet	Garrahan Employee Helmet	30|31|46|47|48|49	Hair Top|Hair Long|Headband|Eyes|Beard|Mouth	
0060502F	SkinRedRocketRobotDUPLICATE000		33	BODY	
00606389	zzz_ATX_Armor_BackPack_OreBasket	Standard Backpack	54	Backpack	
00608CEB	ATX_Headwear_SkullLord_Helmet	Skull Lord Helmet	30|31|46|47|48|49|50	Hair Top|Hair Long|Headband|Eyes|Beard|Mouth|Neck	
00608CEA	ATX_Clothes_SkullLord	Skull Lord War Suit	57	Coverall	
00608CFB	ATX_Headwear_BOSHeadwrap_Camo	Brotherhood Camo Headwrap	30|46	Hair Top|Headband	
00608CFA	ATX_Headwear_BOSHeadwrap	Brotherhood Headwrap	30|46	Hair Top|Headband	
00609C29	Armor_RaiderMod_Torso_TallyBEM01_NONPLAYABLE	Raider Chest Piece	41	[A] Torso	
00609C2C	Armor_RaiderMod_LegRight_TallyBEM01_NONPLAYABLE	Raider Right Leg	45	[A] R Leg	
00609C2A	Armor_RaiderMod_ArmRight_TallyBEM01_NONPLAYABLE	Raider Right Arm	43	[A] R Arm	
00609C2D	Armor_PowerArmor_TallyBEM02_Torso_NONPLAYABLE	Raider Power Chest Piece	41	[A] Torso	
00609C2B	Armor_RaiderMod_ArmLeft_TallyBEM01_NONPLAYABLE	Raider Left Arm	42	[A] L Arm	
00609C56	Armor_RaiderMod_Torso_TallyBEF01_NONPLAYABLE	Raider Chest Piece	41	[A] Torso	
00609C57	Armor_RaiderMod_LegRight_TallyBEF01_NONPLAYABLE	Raider Right Leg	45	[A] R Leg	
00609C59	Armor_RaiderMod_LegLeft_TallyBEF01_NONPLAYABLE	Raider Left Leg	44	[A] L Leg	
00609C58	Armor_RaiderMod_ArmLeft_TallyBEF01_NONPLAYABLE	Raider Left Arm	42	[A] L Arm	
00609C5A	Armor_RaiderMod_ArmRight_TallyBEF01_NONPLAYABLE	Raider Right Arm	43	[A] R Arm	
00609DC8	zzzClothes_Mercenary02_Outfit	Mercenary 02 Outfit	57	Coverall	
0060D5B8	Armor_PowerArmor_Hellcat_Torso	Hellcat Chest Piece	41	[A] Torso	
0060D5B9	Armor_PowerArmor_Hellcat_ArmLeft	Hellcat Left Arm	42	[A] L Arm	
0060D5B5	Armor_PowerArmor_Hellcat_Helmet	Hellcat Helm	30|31|32|46|47|48|49|50|52	Hair Top|Hair Long|FaceGen Head|Headband|Eyes|Beard|Mouth|Neck|Scalp	
0060D5BA	Armor_PowerArmor_Hellcat_ArmRight	Hellcat Right Arm	43	[A] R Arm	
0060D5B6	Armor_PowerArmor_Hellcat_LegRight	Hellcat Right Leg	45	[A] R Leg	
0060D5B7	Armor_PowerArmor_Hellcat_LegLeft	Hellcat Left Leg	44	[A] L Leg	
0060D597	ATX_Clothes_FourthJulyParade_Shorts	Fourth of July Parade Shorts	57	Coverall	
0060D598	ATX_Clothes_FourthJulyParade_Pants	Fourth of July Parade Pants	57	Coverall	
0060D599	ATX_Headwear_FourthJulyParade_Hat	Fourth of July Parade Hat	30|46	Hair Top|Headband	
0060DBE0	Armor_PowerArmor_Hellcat_Helmet_NONPLAYABLE	Hellcat Helm	30|31|32|46|47|48|49|50|52	Hair Top|Hair Long|FaceGen Head|Headband|Eyes|Beard|Mouth|Neck|Scalp	
0060DBDD	Armor_PowerArmor_Hellcat_LegLeft_NONPLAYABLE	Hellcat Left Leg	44	[A] L Leg	
0060DBDE	Armor_PowerArmor_Hellcat_ArmLeft_NONPLAYABLE	Hellcat Left Arm	42	[A] L Arm	
0060DBE1	Armor_PowerArmor_Hellcat_ArmRight_NONPLAYABLE	Hellcat Right Arm	43	[A] R Arm	
0060DBDC	Armor_PowerArmor_Hellcat_Torso_NONPLAYABLE	Hellcat Chest Piece	41	[A] Torso	
0060DBDF	Armor_PowerArmor_Hellcat_LegRight_NONPLAYABLE	Hellcat Right Leg	45	[A] R Leg	
0060DC58	ATX_Headwear_ValorousAlistair_Helmet	Valorous Alistair Helmet	30|31|46|47|48|49|50	Hair Top|Hair Long|Headband|Eyes|Beard|Mouth|Neck	
0060DC57	ATX_Clothes_ValorousAlistair	Valorous Alistair Suit	57	Coverall	
0060DC03	ATX_Headwear_BOS_Recon_Helmet	BOS Recon Helmet	30|31|46|47|48|49|50	Hair Top|Hair Long|Headband|Eyes|Beard|Mouth|Neck	
0060DF49	SkinSuperMutantBerserker		33	BODY	
0060DF4C	ATX_Clothes_Raider_Goon	Raider Goon	57	Coverall	
0060DF4D	ATX_Headwear_Raider_Goon_Helmet	Raider Goon Helmet	46|47|48|49	Headband|Eyes|Beard|Mouth	
0060E0F1	ATX_Headwear_SkullLord_Helmet_DailyOps_NONPLAYABLE	Skull Lord Helmet	30|31|46|47|48|49|50	Hair Top|Hair Long|Headband|Eyes|Beard|Mouth|Neck	
0060E0F0	ATX_Clothes_SkullLord_DailyOps_NONPLAYABLE	Skull Lord War Suit	57	Coverall	
0060EC29	SkinSupermutantBehemothBoss		33|61	BODY|FX	
0060EDD4	ATX_Clothes_BloodEagleMerc_Charmer2	Blood Eagle Charmer Blouse Outfit	57	Coverall	
0060EDD5	ATX_Headwear_BloodEagleMerc_Charmer2	Blood Eagle Charmer Helmet	30|31|46	Hair Top|Hair Long|Headband	
0060EDD6	ATX_Clothes_BloodEagleMerc_Charmer1	Blood Eagle Charmer Leather Outfit	57	Coverall	
0060EDD3	ATX_Headwear_BloodEagleMerc_Charmer1	Blood Eagle Charmer Hat	30|31|46	Hair Top|Hair Long|Headband	
006128B2	Clothes_SkullLord_BloodEagle	Skull Lord Blood Eagle Suit	57	Coverall	
006128B3	Headwear_SkullLord_Helmet_BloodEagle	Skull Lord Blood Eagle Helmet	30|31|46|47|48|49|50	Hair Top|Hair Long|Headband|Eyes|Beard|Mouth|Neck	
005FA272	zzz_deprecated_13		61	FX	
005FA3F6	zzz_deprecated_19		61	FX	
005FA3F8	zzz_deprecated_07		61	FX	
005FA3F9	zzz_deprecated_20		61	FX	
005FA455	zzz_deprecated_15		61	FX	
00605854	zzz_deprecated_10		61	FX	
0060DCBD	zzz_deprecated_11		61	FX	
0060DCBE	zzz_deprecated_12		61	FX	
0060DCC1	zzz_deprecated_17		61	FX	
0060DCBF	zzz_deprecated_14		61	FX	
0060DCB3	zzz_deprecated_09		61	FX	
0060DCB2	zzz_deprecated_08		61	FX	
0060DCC0	zzz_deprecated_16		61	FX	
0060DCC2	zzz_deprecated_18		61	FX	
0060DC5C	SH003_V51_Armor_PowerArmor_X01_LegLeft_HellfireUNPLAYABLE	Scorched Hellfire Left Leg	44	[A] L Leg	
0060DC5B	SH003_V51_Armor_PowerArmor_X01_Helmet_HellFireUNPLAYABLE	Scorched Hellfire Helm	30|31|32|46|47|48|49|50|52	Hair Top|Hair Long|FaceGen Head|Headband|Eyes|Beard|Mouth|Neck|Scalp	
0060DC5E	SH003_V51_Armor_PowerArmor_X01_Torso_HellfireUNPLAYABLE	Scorched Hellfire Torso	41	[A] Torso	
0060DC5D	SH003_V51_Armor_PowerArmor_X01_LegRight_HellFireUNPLAYABLE	Scorched Hellfire Right Leg	45	[A] R Leg	
0060DC5A	SH003_V51_Armor_PowerArmor_X01_ArmRight_HellFireUNPLAYABLE	Scorched Hellfire Right Arm	43	[A] R Arm	
0060DC59	SH003_V51_Armor_PowerArmor_X01_ArmLeft_HellFireUNPLAYABLE	Scorched Hellfire Left Arm	42	[A] L Arm	
0060EC72	CreatureClothes_FeralGhoulCommunistOutfit		36	[U] Torso	
00612383	Armor_VaultSuit51_Underarmor_NotPlayable		33|36|37|38|39|40	BODY|[U] Torso|[U] L Arm|[U] R Arm|[U] L Leg|[U] R Leg	
00612381	SH003_V51_Armor_DLC03_Marine_ArmorSetUNPLAYABLE	Marine Armor	41|42|43|44|45|57	[A] Torso|[A] L Arm|[A] R Arm|[A] L Leg|[A] R Leg|Coverall	
