ENCH_FormID	ENCH_EDID	ENCH_FULL	ENIT_Flags	ENIT_CastType	ENIT_TargetType	ENIT_EnchantType	ENIT_ChargeTime	ENIT_EnchantCost	ENIT_EnchantAmount	Effects_Flat	Effect_1	Effect_2	Effect_3	Effect_4	Effect_5	Effect_6	Effect_7	Effect_8	Effect_9	Effect_10	Effect_11	Effect_12	Effect_13	Effect_14	Effect_15	Effect_16	Effect_17	Effect_18	Effect_19	Effect_20	Globals_Flat	Glob_1	Glob_2	Glob_3	Glob_4	Glob_5	Glob_6	Glob_7	Glob_8	Glob_9	Glob_10	ReferencedBy_Flat	Ref_1	Ref_2	Ref_3	Ref_4	Ref_5	Ref_6	Ref_7	Ref_8	Ref_9	Ref_10	Ref_11	Ref_12	Ref_13	Ref_14	Ref_15	Ref_16	Ref_17	Ref_18	Ref_19	Ref_20	Ref_21	Ref_22	Ref_23	Ref_24	Ref_25	Ref_26	Ref_27	Ref_28	Ref_29	Ref_30	Ref_31	Ref_32	Ref_33	Ref_34	Ref_35	Ref_36	Ref_37	Ref_38	Ref_39	Ref_40
006B3A2B	"XPD_OvergrownPollinator_Poison_Blast"	"Overgrown Poison"	"1 | 1"	"Fire and Forget"	"Contact"	"Enchantment"	"0.000000"	"0"	"0"	"Effect1:MGEF=XPD_OvergrownPoisonEffect[006B3A2F];FULL=Overgrown Poison;EffID=3;Mag=1.000000;Dur=4;Area=0;MAGG=[];CVTO=[] | Effect2:MGEF=XPD_OvergrownPollinatorDrainAPEffect[006B3A33];FULL=Overgrown AP Drain;EffID=5;Mag=5.000000;Dur=4;Area=0;MAGG=[];CVTO=[] | Effect3:MGEF=XPD_OvergrownPollinator_FusionBatteryDrainEffect[006B3A34];FULL=Fusion Core Drain;EffID=6;Mag=5.000000;Dur=4;Area=0;MAGG=[];CVTO=[]"	"MGEF=XPD_OvergrownPoisonEffect[006B3A2F];FULL=Overgrown Poison;EffID=3;Mag=1.000000;Dur=4;Area=0;MAGG=[];CVTO=[]"	"MGEF=XPD_OvergrownPollinatorDrainAPEffect[006B3A33];FULL=Overgrown AP Drain;EffID=5;Mag=5.000000;Dur=4;Area=0;MAGG=[];CVTO=[]"	"MGEF=XPD_OvergrownPollinator_FusionBatteryDrainEffect[006B3A34];FULL=Fusion Core Drain;EffID=6;Mag=5.000000;Dur=4;Area=0;MAGG=[];CVTO=[]"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"WEAP:Overgrown Drone Blast[006B3A45]"	"WEAP:Overgrown Drone Blast[006B3A45]"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
006B3A2A	"DEL_XPD_OvergrownPollinator_Poison_Bite"	"Overgrown Poison"	"1 | 1"	"Fire and Forget"	"Contact"	"Enchantment"	"0.000000"	"0"	"0"	"Effect1:MGEF=XPD_OvergrownPoisonEffect[006B3A2F];FULL=Overgrown Poison;EffID=3;Mag=1.000000;Dur=4;Area=0;MAGG=[];CVTO=[] | Effect2:MGEF=XPD_OvergrownPollinatorDrainAPEffect[006B3A33];FULL=Overgrown AP Drain;EffID=5;Mag=5.000000;Dur=4;Area=0;MAGG=[];CVTO=[]"	"MGEF=XPD_OvergrownPoisonEffect[006B3A2F];FULL=Overgrown Poison;EffID=3;Mag=1.000000;Dur=4;Area=0;MAGG=[];CVTO=[]"	"MGEF=XPD_OvergrownPollinatorDrainAPEffect[006B3A33];FULL=Overgrown AP Drain;EffID=5;Mag=5.000000;Dur=4;Area=0;MAGG=[];CVTO=[]"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
006B52A8	"DEL_crEnchJerseyDevilStare"	"Jersey Devil Stare"	"1 | 1"	"Fire and Forget"	"Contact"	"Enchantment"	"0.000000"	"0"	"0"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
006BCA1B	"DEL_XPD_OvergrownDrone_Poison_Copy02"	"Overgrown Poison"	"1 | 1"	"Fire and Forget"	"Contact"	"Enchantment"	"0.000000"	"0"	"0"	"Effect1:MGEF=XPD_OvergrownPoisonEffect[006B3A2F];FULL=Overgrown Poison;EffID=3;Mag=1.000000;Dur=4;Area=0;MAGG=[];CVTO=[] | Effect2:MGEF=XPD_OvergrownPollinatorDrainAPEffect[006B3A33];FULL=Overgrown AP Drain;EffID=5;Mag=5.000000;Dur=4;Area=0;MAGG=[];CVTO=[] | Effect3:MGEF=DEL_OvergrownThornSlowEffect[006BCA23];FULL=Overgrown Standard Slow;EffID=6;Mag=20.000000;Dur=5;Area=0;MAGG=[];CVTO=[] | Effect4:MGEF=XPD_OvergrownPollinator_DamageArmorEffect[006B3A35];FULL=Overgrown Poison;EffID=7;Mag=10.000000;Dur=5;Area=0;MAGG=[];CVTO=[] | Effect5:MGEF=XPD_OvergrownPollinator_FusionBatteryDrainEffect[006B3A34];FULL=Fusion Core Drain;EffID=8;Mag=5.000000;Dur=5;Area=0;MAGG=[];CVTO=[]"	"MGEF=XPD_OvergrownPoisonEffect[006B3A2F];FULL=Overgrown Poison;EffID=3;Mag=1.000000;Dur=4;Area=0;MAGG=[];CVTO=[]"	"MGEF=XPD_OvergrownPollinatorDrainAPEffect[006B3A33];FULL=Overgrown AP Drain;EffID=5;Mag=5.000000;Dur=4;Area=0;MAGG=[];CVTO=[]"	"MGEF=DEL_OvergrownThornSlowEffect[006BCA23];FULL=Overgrown Standard Slow;EffID=6;Mag=20.000000;Dur=5;Area=0;MAGG=[];CVTO=[]"	"MGEF=XPD_OvergrownPollinator_DamageArmorEffect[006B3A35];FULL=Overgrown Poison;EffID=7;Mag=10.000000;Dur=5;Area=0;MAGG=[];CVTO=[]"	"MGEF=XPD_OvergrownPollinator_FusionBatteryDrainEffect[006B3A34];FULL=Fusion Core Drain;EffID=8;Mag=5.000000;Dur=5;Area=0;MAGG=[];CVTO=[]"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
006BCA18	"XPD_OvergrownPollinator_Poison"	"Overgrown Poison"	"1 | 1"	"Fire and Forget"	"Contact"	"Enchantment"	"0.000000"	"0"	"0"	"Effect1:MGEF=XPD_OvergrownPoisonEffect[006B3A2F];FULL=Overgrown Poison;EffID=3;Mag=1.000000;Dur=4;Area=0;MAGG=[];CVTO=[] | Effect2:MGEF=XPD_OvergrownPollinatorDrainAPEffect[006B3A33];FULL=Overgrown AP Drain;EffID=5;Mag=5.000000;Dur=4;Area=0;MAGG=[];CVTO=[] | Effect3:MGEF=DEL_OvergrownThornSlowEffect[006BCA23];FULL=Overgrown Standard Slow;EffID=6;Mag=20.000000;Dur=5;Area=0;MAGG=[];CVTO=[] | Effect4:MGEF=XPD_OvergrownPollinator_DamageArmorEffect[006B3A35];FULL=Overgrown Poison;EffID=7;Mag=10.000000;Dur=5;Area=0;MAGG=[];CVTO=[] | Effect5:MGEF=XPD_OvergrownPollinator_FusionBatteryDrainEffect[006B3A34];FULL=Fusion Core Drain;EffID=8;Mag=5.000000;Dur=5;Area=0;MAGG=[];CVTO=[]"	"MGEF=XPD_OvergrownPoisonEffect[006B3A2F];FULL=Overgrown Poison;EffID=3;Mag=1.000000;Dur=4;Area=0;MAGG=[];CVTO=[]"	"MGEF=XPD_OvergrownPollinatorDrainAPEffect[006B3A33];FULL=Overgrown AP Drain;EffID=5;Mag=5.000000;Dur=4;Area=0;MAGG=[];CVTO=[]"	"MGEF=DEL_OvergrownThornSlowEffect[006BCA23];FULL=Overgrown Standard Slow;EffID=6;Mag=20.000000;Dur=5;Area=0;MAGG=[];CVTO=[]"	"MGEF=XPD_OvergrownPollinator_DamageArmorEffect[006B3A35];FULL=Overgrown Poison;EffID=7;Mag=10.000000;Dur=5;Area=0;MAGG=[];CVTO=[]"	"MGEF=XPD_OvergrownPollinator_FusionBatteryDrainEffect[006B3A34];FULL=Fusion Core Drain;EffID=8;Mag=5.000000;Dur=5;Area=0;MAGG=[];CVTO=[]"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"WEAP:Overgrown Pollinator Poison[006B3A46] | WEAP:Overgrown Drone Bite[006B3A47]"	"WEAP:Overgrown Pollinator Poison[006B3A46]"	"WEAP:Overgrown Drone Bite[006B3A47]"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
006BCA17	"DEL_Ench_OvergrownThornPoison"	"Numbing Poison"	"1 | 1"	"Fire and Forget"	"Contact"	"Enchantment"	"0.000000"	"0"	"0"	"Effect1:MGEF=XPD_OvergrownThornDrainAPEffect[006C332B];FULL=Overgrown AP Drain;EffID=3;Mag=0.000000;Dur=0;Area=0;MAGG=[];CVTO=[]"	"MGEF=XPD_OvergrownThornDrainAPEffect[006C332B];FULL=Overgrown AP Drain;EffID=3;Mag=0.000000;Dur=0;Area=0;MAGG=[];CVTO=[]"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
006BCA19	"XPD_OvergrownThorn_NumbingPoison"	"Overgrown Poison"	"1 | 1"	"Fire and Forget"	"Contact"	"Enchantment"	"0.000000"	"0"	"0"	"Effect1:MGEF=XPD_OvergrownThornDrainAPEffect[006C332B];FULL=Overgrown AP Drain;EffID=10;Mag=15.000000;Dur=1;Area=0;MAGG=[];CVTO=[]"	"MGEF=XPD_OvergrownThornDrainAPEffect[006C332B];FULL=Overgrown AP Drain;EffID=10;Mag=15.000000;Dur=1;Area=0;MAGG=[];CVTO=[]"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"EXPL:XPD_OvergrownThornDeathExplosion[006BCA1D] | WEAP:Unarmed Feral Ghoul[006BCA30] | EXPL:XPD_OvergrownThorn_Moonflower_DeathExplosion[0074975C]"	"EXPL:XPD_OvergrownThornDeathExplosion[006BCA1D]"	"WEAP:Unarmed Feral Ghoul[006BCA30]"	"EXPL:XPD_OvergrownThorn_Moonflower_DeathExplosion[0074975C]"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
006BCA1A	"XPD_OvergrownElder_Bleed"	"Overgrown Bleed"	"1 | 1"	"Fire and Forget"	"Contact"	"Enchantment"	"0.000000"	"0"	"0"	"Effect1:MGEF=XPD_OvergrownElder_BleedEffect[006D9DE4];FULL=Bleed dmg health;EffID=0;Mag=2.000000;Dur=5;Area=0;MAGG=[];CVTO=[] | Effect2:MGEF=XPD_AC_OvergrownElder_DamageArmorEffect[0073C354];FULL=Overgrown Poison;EffID=1;Mag=10.000000;Dur=5;Area=0;MAGG=[];CVTO=[]"	"MGEF=XPD_OvergrownElder_BleedEffect[006D9DE4];FULL=Bleed dmg health;EffID=0;Mag=2.000000;Dur=5;Area=0;MAGG=[];CVTO=[]"	"MGEF=XPD_AC_OvergrownElder_DamageArmorEffect[0073C354];FULL=Overgrown Poison;EffID=1;Mag=10.000000;Dur=5;Area=0;MAGG=[];CVTO=[]"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"WEAP:Sledgehammer[006BCA31] | WEAP:Bone Club[006E359D] | WEAP:Unarmed Overgrown Elder[006EB62A]"	"WEAP:Sledgehammer[006BCA31]"	"WEAP:Bone Club[006E359D]"	"WEAP:Unarmed Overgrown Elder[006EB62A]"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
006CCC27	"CUT_NeedleSMG_Explode"	"Needle SMG Explode"	"1 | 1"	"Fire and Forget"	"Contact"	"Enchantment"	"0.000000"	"0"	"0"	"Effect1:MGEF=CUT_NeedleSmgEffect[006CCC28];FULL=Needle SMG;EffID=3;Mag=0.000000;Dur=3;Area=0;MAGG=[];CVTO=[]"	"MGEF=CUT_NeedleSmgEffect[006CCC28];FULL=Needle SMG;EffID=3;Mag=0.000000;Dur=3;Area=0;MAGG=[];CVTO=[]"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"WEAP:Needle Submachine Gun[006CCC2E]"	"WEAP:Needle Submachine Gun[006CCC2E]"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
006DC767	"XPD_Ench_OvergrownHealingHazard"	"Overgrown Spore Cloud"	"1 | 1"	"Concentration"	"Contact"	"Enchantment"	"0.000000"	"0"	"0"	"Effect1:MGEF=XPD_OvergrownHealingHazardEffect[006E83E9];FULL=Overgrown Drone Heal;EffID=11;Mag=0.250000;Dur=1;Area=0;MAGG=[];CVTO=[]"	"MGEF=XPD_OvergrownHealingHazardEffect[006E83E9];FULL=Overgrown Drone Heal;EffID=11;Mag=0.250000;Dur=1;Area=0;MAGG=[];CVTO=[]"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"HAZD:Overgrown Spore Cloud[006DC768]"	"HAZD:Overgrown Spore Cloud[006DC768]"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
006E83E7	"crOvergrownBossGrenade"	"Spore Grenade"	"1 | 1"	"Fire and Forget"	"Contact"	"Enchantment"	"0.000000"	"0"	"0"	"Effect1:MGEF=crOvergrownBossGrenadeDamage[006E83E8];FULL=Spore Damage;EffID=0;Mag=1.000000;Dur=4;Area=0;MAGG=[];CVTO=[]"	"MGEF=crOvergrownBossGrenadeDamage[006E83E8];FULL=Spore Damage;EffID=0;Mag=1.000000;Dur=4;Area=0;MAGG=[];CVTO=[]"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
006F4DB7	"XPD_AC_EnchArmor_Muni"	"Civil Engineer Armor Bonus"	"1"	"Constant Effect"	"Self"	"Enchantment"	"0.000000"	"0"	"0"	"Effect1:MGEF=ABArmor_XPD_AC_Muni_ElectricalFireAndDurabilityDescriptorOnly[006F5933];FULL=Civil Engineer Armor Set Bonus: Electrical Fire and Durability;EffID=7;Mag=0.000000;Dur=3;Area=0;MAGG=XPD_AC_MuniArmorSetBonus_ElectricalFireDMG[006F4E7D];CVTO=[] | Effect2:MGEF=AbArmor_XPD_AC_Muni_WeaponDurability_AddPerk[0076CCCA];FULL=Civil Engineer Armor Set Bonus: Weapon Durability;EffID=8;Mag=0.000000;Dur=0;Area=0;MAGG=[];CVTO=[] | Effect3:MGEF=AbArmor_XPD_AC_Muni_ElectricalFire_AddPerk[006F4D1B];FULL=Civil Engineer Armor Set Bonus: Electrical Fire;EffID=5;Mag=0.000000;Dur=0;Area=0;MAGG=[];CVTO=[]"	"MGEF=ABArmor_XPD_AC_Muni_ElectricalFireAndDurabilityDescriptorOnly[006F5933];FULL=Civil Engineer Armor Set Bonus: Electrical Fire and Durability;EffID=7;Mag=0.000000;Dur=3;Area=0;MAGG=XPD_AC_MuniArmorSetBonus_ElectricalFireDMG[006F4E7D];CVTO=[]"	"MGEF=AbArmor_XPD_AC_Muni_WeaponDurability_AddPerk[0076CCCA];FULL=Civil Engineer Armor Set Bonus: Weapon Durability;EffID=8;Mag=0.000000;Dur=0;Area=0;MAGG=[];CVTO=[]"	"MGEF=AbArmor_XPD_AC_Muni_ElectricalFire_AddPerk[006F4D1B];FULL=Civil Engineer Armor Set Bonus: Electrical Fire;EffID=5;Mag=0.000000;Dur=0;Area=0;MAGG=[];CVTO=[]"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"XPD_AC_MuniArmorSetBonus_ElectricalFireDMG[006F4E7D]"	"XPD_AC_MuniArmorSetBonus_ElectricalFireDMG[006F4E7D]"	""	""	""	""	""	""	""	""	""	"ARMO:Civil Engineer Armor Chest Piece[006F3DB3]"	"ARMO:Civil Engineer Armor Chest Piece[006F3DB3]"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
006F4DB8	"XPD_AC_EnchPlayer_Jetpack_Muni_Geo"	"Jetpack"	"1"	"Constant Effect"	"Self"	"Enchantment"	"0.000000"	"0"	"0"	"Effect1:MGEF=abPlayerJetpack_XPD_AC_Muni_Geo[006F4D1C];FULL=Player Muni Jetpack Geo;EffID=0;Mag=1.000000;Dur=0;Area=0;MAGG=[];CVTO=[]"	"MGEF=abPlayerJetpack_XPD_AC_Muni_Geo[006F4D1C];FULL=Player Muni Jetpack Geo;EffID=0;Mag=1.000000;Dur=0;Area=0;MAGG=[];CVTO=[]"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"OMOD:Jetpack[006F4D55]"	"OMOD:Jetpack[006F4D55]"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
006F5932	"zzzXPD_AC_EnchArmor_Muni_DescriptionOnly"	"Civil Engineer Armor Bonuses"	"1"	"Constant Effect"	"Self"	"Enchantment"	"0.000000"	"0"	"0"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
006FC2B7	"crEnchJerseyDevilUnarmedStagger"	"Jersey Devil Unarmed Stagger"	"1 | 1"	"Fire and Forget"	"Contact"	"Enchantment"	"0.000000"	"0"	"0"	"Effect1:MGEF=StaggerEffect[001A03FB];FULL=Stagger;EffID=0;Mag=0.750000;Dur=0;Area=0;MAGG=[];CVTO=[]"	"MGEF=StaggerEffect[001A03FB];FULL=Stagger;EffID=0;Mag=0.750000;Dur=0;Area=0;MAGG=[];CVTO=[]"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"WEAP:Jersey Devil Unarmed[006B52B1]"	"WEAP:Jersey Devil Unarmed[006B52B1]"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
006FC2B8	"crEnchLesserDevilStagger"	"Lesser Devil Stagger"	"1 | 1"	"Fire and Forget"	"Contact"	"Enchantment"	"0.000000"	"0"	"0"	"Effect1:MGEF=StaggerEffect[001A03FB];FULL=Stagger;EffID=0;Mag=2.000000;Dur=0;Area=0;MAGG=[];CVTO=[]"	"MGEF=StaggerEffect[001A03FB];FULL=Stagger;EffID=0;Mag=2.000000;Dur=0;Area=0;MAGG=[];CVTO=[]"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"WEAP:Lesser Devil Unarmed[006B3E25]"	"WEAP:Lesser Devil Unarmed[006B3E25]"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
006FC2B9	"DEL_crJerseyDevilAPDrainx20_01"	"Jersey Devil AP Drain"	"1 | 1"	"Fire and Forget"	"Contact"	"Enchantment"	"0.000000"	"0"	"0"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
00726F04	"ench_Weapon_ThrowingKnife"	"Damage"	"1 | 1"	"Fire and Forget"	"Contact"	"Enchantment"	"0.000000"	"0"	"0"	"Effect1:MGEF=DrainHealthEffect[00150F60];FULL=Drain Health;EffID=4;Mag=5.000000;Dur=0;Area=0;MAGG=[];CVTO=[]"	"MGEF=DrainHealthEffect[00150F60];FULL=Drain Health;EffID=4;Mag=5.000000;Dur=0;Area=0;MAGG=[];CVTO=[]"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"WEAP:Throwing Knife[003879A3] | WEAP:Throwing Knife[0073553C] | WEAP:Throwing Knife[00839C1D]"	"WEAP:Throwing Knife[003879A3]"	"WEAP:Throwing Knife[0073553C]"	"WEAP:Throwing Knife[00839C1D]"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
00726F05	"ench_Weapon_MeatCleaver"	"Damage"	"1 | 1"	"Fire and Forget"	"Contact"	"Enchantment"	"0.000000"	"0"	"0"	"Effect1:MGEF=DrainHealthEffect[00150F60];FULL=Drain Health;EffID=4;Mag=5.000000;Dur=0;Area=0;MAGG=[];CVTO=[]"	"MGEF=DrainHealthEffect[00150F60];FULL=Drain Health;EffID=4;Mag=5.000000;Dur=0;Area=0;MAGG=[];CVTO=[]"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"WEAP:Meat Cleaver[005532B4] | WEAP:Meat Cleaver[007AC743]"	"WEAP:Meat Cleaver[005532B4]"	"WEAP:Meat Cleaver[007AC743]"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
00726F06	"ench_Weapon_Tomahawk"	"Damage"	"1 | 1"	"Fire and Forget"	"Contact"	"Enchantment"	"0.000000"	"0"	"0"	"Effect1:MGEF=DrainHealthEffect[00150F60];FULL=Drain Health;EffID=4;Mag=5.000000;Dur=0;Area=0;MAGG=[];CVTO=[]"	"MGEF=DrainHealthEffect[00150F60];FULL=Drain Health;EffID=4;Mag=5.000000;Dur=0;Area=0;MAGG=[];CVTO=[]"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"WEAP:Tomahawk[000042F2] | WEAP:Tomahawk[0082447D]"	"WEAP:Tomahawk[000042F2]"	"WEAP:Tomahawk[0082447D]"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
00729BCA	"CrematorFXEnchFireHit_Pink"	""	"1 | 1"	"Fire and Forget"	"Contact"	"Enchantment"	"0.000000"	"0"	"0"	"Effect1:MGEF=FXCrematorFireHitVisuals_Pink[00729BE0];FULL=FX Shader Fire;EffID=0;Mag=0.000000;Dur=6;Area=0;MAGG=[];CVTO=[]"	"MGEF=FXCrematorFireHitVisuals_Pink[00729BE0];FULL=FX Shader Fire;EffID=0;Mag=0.000000;Dur=6;Area=0;MAGG=[];CVTO=[]"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"OMOD:Lithium (Pink)[00729BF2]"	"OMOD:Lithium (Pink)[00729BF2]"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
00729BCB	"CrematorFXEnchFireHit_Blue"	""	"1 | 1"	"Fire and Forget"	"Contact"	"Enchantment"	"0.000000"	"0"	"0"	"Effect1:MGEF=FXCrematorFireHitVisuals_Blue[00729BE2];FULL=FX Shader Fire;EffID=0;Mag=0.000000;Dur=6;Area=0;MAGG=[];CVTO=[]"	"MGEF=FXCrematorFireHitVisuals_Blue[00729BE2];FULL=FX Shader Fire;EffID=0;Mag=0.000000;Dur=6;Area=0;MAGG=[];CVTO=[]"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"OMOD:Copper Chloride (Blue)[00729BF7]"	"OMOD:Copper Chloride (Blue)[00729BF7]"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
00729BCC	"CrematorFXEnchFireHit_Double"	""	"1 | 1"	"Fire and Forget"	"Contact"	"Enchantment"	"0.000000"	"0"	"0"	"Effect1:MGEF=FXCrematorFireHitDamage_Doubled[00739850];FULL=FX Shader Fire;EffID=0;Mag=16.000000;Dur=12;Area=0;MAGG=[];CVTO=[]"	"MGEF=FXCrematorFireHitDamage_Doubled[00739850];FULL=FX Shader Fire;EffID=0;Mag=16.000000;Dur=12;Area=0;MAGG=[];CVTO=[]"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"OMOD:Slow-Burning Tank[00729BE8]"	"OMOD:Slow-Burning Tank[00729BE8]"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
00729BCD	"CrematorFXEnchFireHit"	""	"1 | 1"	"Fire and Forget"	"Contact"	"Enchantment"	"0.000000"	"0"	"0"	"Effect1:MGEF=FXCrematorFireHitDamage[0073984F];FULL=Fire Damage;EffID=2;Mag=10.000000;Dur=6;Area=0;MAGG=[];CVTO=[] | Effect2:MGEF=FXCrematorFireHitDamage[0073984F];FULL=Fire Damage;EffID=4;Mag=3.000000;Dur=6;Area=0;MAGG=[];CVTO=[]"	"MGEF=FXCrematorFireHitDamage[0073984F];FULL=Fire Damage;EffID=2;Mag=10.000000;Dur=6;Area=0;MAGG=[];CVTO=[]"	"MGEF=FXCrematorFireHitDamage[0073984F];FULL=Fire Damage;EffID=4;Mag=3.000000;Dur=6;Area=0;MAGG=[];CVTO=[]"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"OMOD:Slow-Burning Tank[00729BE8] | WEAP:Cremator[00729BFE] | WEAP:crCremator[007D2CB4]"	"OMOD:Slow-Burning Tank[00729BE8]"	"WEAP:Cremator[00729BFE]"	"WEAP:crCremator[007D2CB4]"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
