PCRD_FormID	PCRD_EDID	FormVersion	DESC	MNAM_MaleName	FNAM_FemaleName	ANAM_PerkCardFlags	DATA_Value	DATA_MinLevel	DATA_Special	DATA_RaceRestriction	PCDV_GLOB_FormID	PCDV_GLOB_EDID	PCDV_GLOB_FULL	SNAM_Sound	RankCount	Ranks_Flat	ReferencedByCount	Rank_1_CardRank	Rank_1_MalePerk_FormID	Rank_1_MalePerk_EDID	Rank_1_MalePerk_FULL	Rank_1_FemalePerk_FormID	Rank_1_FemalePerk_EDID	Rank_1_FemalePerk_FULL	Rank_2_CardRank	Rank_2_MalePerk_FormID	Rank_2_MalePerk_EDID	Rank_2_MalePerk_FULL	Rank_2_FemalePerk_FormID	Rank_2_FemalePerk_EDID	Rank_2_FemalePerk_FULL	Rank_3_CardRank	Rank_3_MalePerk_FormID	Rank_3_MalePerk_EDID	Rank_3_MalePerk_FULL	Rank_3_FemalePerk_FormID	Rank_3_FemalePerk_EDID	Rank_3_FemalePerk_FULL	Rank_4_CardRank	Rank_4_MalePerk_FormID	Rank_4_MalePerk_EDID	Rank_4_MalePerk_FULL	Rank_4_FemalePerk_FormID	Rank_4_FemalePerk_EDID	Rank_4_FemalePerk_FULL	Rank_5_CardRank	Rank_5_MalePerk_FormID	Rank_5_MalePerk_EDID	Rank_5_MalePerk_FULL	Rank_5_FemalePerk_FormID	Rank_5_FemalePerk_EDID	Rank_5_FemalePerk_FULL	Ref_1	Ref_2	Ref_3	Ref_4	Ref_5	Ref_6	Ref_7	Ref_8	Ref_9	Ref_10	Ref_11
004713FE	zzz_Babylon_SuppressorCard	209	Put the fear of you into them!	Suppressor			0.000000	1	Charisma	None	0024F8D6	PerkCard_Caps_Uncommon			1	9|00479B5C:zzz_Babylon_Suppressor03:Suppressor|	3	9	00479B5C	zzz_Babylon_Suppressor03	Suppressor																																003EE5AB:Babylon_Perk_Cards:FLST	003F7F79:Babylon_PerkCardPack_LaunchPack001_Common:FLST	0042FFCC:BabylonSoloPerkDraftCards_76:FLST								
0047142A	zzz_Babylon_PharmaFarmaCard	209	Chems don't grow on trees. Or do they?	PharmaFarma			0.000000	1	Luck	None	0024F8D6	PerkCard_Caps_Uncommon			1	1|00479B4D:zzz_Babylon_PharmaFarma03:Pharma Farma|	4	1	00479B4D	zzz_Babylon_PharmaFarma03	Pharma Farma																																003EE5AB:Babylon_Perk_Cards:FLST	003F7F79:Babylon_PerkCardPack_LaunchPack001_Common:FLST	004249AF:Babylon_PerkCardPack_LaunchPack002_CommonLow:FLST	0042FFCC:BabylonSoloPerkDraftCards_76:FLST							
0047140C	zzz_Babylon_BloodyMessCard	209	Watch out for flying eyeballs!	BloodyMess			0.000000	1	Luck	None				001A762F:UIPerkMenuBloodyMess:SNDR	1	9|00479B24:zzz_Babylon_BloodyMess03:Bloody Mess|	3	9	00479B24	zzz_Babylon_BloodyMess03	Bloody Mess																																003EE5AB:Babylon_Perk_Cards:FLST	003F7F79:Babylon_PerkCardPack_LaunchPack001_Common:FLST	0042FFCC:BabylonSoloPerkDraftCards_76:FLST								
00471428	zzz_Babylon_PackinLightCard	209	Packing light doesn't mean packing little!	PackinLight			0.000000	1	Agility	None	001179ED	PerkCard_Caps_Common			1	1|00479B4B:zzz_Babylon_PackinLight03:Packin' Light|	1	1	00479B4B	zzz_Babylon_PackinLight03	Packin' Light																																0042FFCC:BabylonSoloPerkDraftCards_76:FLST										
004713F6	zzz_Babylon_DemolitionExpertCard	209	The bigger the boom, the better!	DemolitionExpert			0.000000	1	Intelligence	None	001179F3	PerkCard_Caps_Rare		001A7638:UIPerkMenuDemolitionExpert:SNDR	1	3|00479B2D:zzz_Babylon_DemolitionExpert05:Demolition Expert|	4	3	00479B2D	zzz_Babylon_DemolitionExpert05	Demolition Expert																																003EE5AB:Babylon_Perk_Cards:FLST	003F7F79:Babylon_PerkCardPack_LaunchPack001_Common:FLST	004249AF:Babylon_PerkCardPack_LaunchPack002_CommonLow:FLST	0042FFCC:BabylonSoloPerkDraftCards_76:FLST							
00471426	zzz_Babylon_OrdnanceExpressCard	209	You are an explosive freight train, literally.	OrdnanceExpress			0.000000	1	Strength	None	0024F8D6	PerkCard_Caps_Uncommon			1	1|00479B49:zzz_Babylon_OrdnanceExpress03:Ordnance Express|	1	1	00479B49	zzz_Babylon_OrdnanceExpress03	Ordnance Express																																0042FFCC:BabylonSoloPerkDraftCards_76:FLST										
0047140A	zzz_Babylon_BarbarianCard	209	Channel your inner Grognak!	Barbarian			0.000000	1	Strength	None	001179F3	PerkCard_Caps_Rare			1	1|00479B21:zzz_Babylon_Barbarian03:Barbarian|	0	1	00479B21	zzz_Babylon_Barbarian03	Barbarian																																										
00471424	zzz_Babylon_ModernRenegadeCard	209	Today's skill - yesterday's style!	ModernRenegade			0.000000	1	Agility	None	001179F3	PerkCard_Caps_Rare			1	1|00479B46:zzz_Babylon_ModernRenegade03:Modern Renegade|	4	1	00479B46	zzz_Babylon_ModernRenegade03	Modern Renegade																																003EE5AB:Babylon_Perk_Cards:FLST	003F7F79:Babylon_PerkCardPack_LaunchPack001_Common:FLST	004249AF:Babylon_PerkCardPack_LaunchPack002_CommonLow:FLST	0042FFCC:BabylonSoloPerkDraftCards_76:FLST							
004713FC	zzz_Babylon_RefractorCard	209	You must be part mirror!	Refractor			0.000000	1	Perception	None	0024F8D6	PerkCard_Caps_Uncommon		0021623F:UIPerkMenuRefractor:SNDR	1	1|00479B51:zzz_Babylon_Refractor04:Refractor|	4	1	00479B51	zzz_Babylon_Refractor04	Refractor																																003EE5AB:Babylon_Perk_Cards:FLST	003F7F79:Babylon_PerkCardPack_LaunchPack001_Common:FLST	004249AF:Babylon_PerkCardPack_LaunchPack002_CommonLow:FLST	0042FFCC:BabylonSoloPerkDraftCards_76:FLST							
00471422	zzz_Babylon_LongshotCard	209	Keep your distance long and your kill-count high.	LongShot			0.000000	1	Perception	None	001179F3	PerkCard_Caps_Rare			1	1|00479B43:zzz_Babylon_Longshot03:Long Shot|	4	1	00479B43	zzz_Babylon_Longshot03	Long Shot																																003EE5AB:Babylon_Perk_Cards:FLST	003F7F79:Babylon_PerkCardPack_LaunchPack001_Common:FLST	004249AF:Babylon_PerkCardPack_LaunchPack002_CommonLow:FLST	0042FFCC:BabylonSoloPerkDraftCards_76:FLST							
00471408	zzz_Babylon_AdrenalineCard	209	Living on the edge!	Adrenaline			0.000000	1	Agility	None					1	3|00479B1E:zzz_Babylon_Adrenaline05:Adrenaline|	4	3	00479B1E	zzz_Babylon_Adrenaline05	Adrenaline																																003EE5AB:Babylon_Perk_Cards:FLST	003F7F79:Babylon_PerkCardPack_LaunchPack001_Common:FLST	004249AF:Babylon_PerkCardPack_LaunchPack002_CommonLow:FLST	0042FFCC:BabylonSoloPerkDraftCards_76:FLST							
00471420	zzz_Babylon_LastLaughCard	209	You find humor in death, your own specifically.	LastLaugh			0.000000	1	Luck	None	0024F8D6	PerkCard_Caps_Uncommon		001A72DF:UIPerkMenuMysteriousStranger:SNDR	1	1|00479B40:zzz_Babylon_LastLaugh01:Last Laugh|	3	1	00479B40	zzz_Babylon_LastLaugh01	Last Laugh																																003EE5AB:Babylon_Perk_Cards:FLST	003F7F79:Babylon_PerkCardPack_LaunchPack001_Common:FLST	004249AF:Babylon_PerkCardPack_LaunchPack002_CommonLow:FLST								
0047141E	zzz_Babylon_IncisorCard	209	Aim for the joints!	Incisor			0.000000	1	Strength	None	001179F3	PerkCard_Caps_Rare			1	3|00479B3D:zzz_Babylon_Incisor03:Incisor|	4	3	00479B3D	zzz_Babylon_Incisor03	Incisor																																003EE5AB:Babylon_Perk_Cards:FLST	003F7F79:Babylon_PerkCardPack_LaunchPack001_Common:FLST	004249AF:Babylon_PerkCardPack_LaunchPack002_CommonLow:FLST	0042FFCC:BabylonSoloPerkDraftCards_76:FLST							
00471406	zzz_Babylon_StrangeInNumbersCard	209	Mutants unite!	StrangeInNumbers			0.000000	1	Charisma	None	0024F8D6	PerkCard_Caps_Uncommon			1	3|003808D0:StrangeInNumbers01:Strange In Numbers|	4	3	003808D0	StrangeInNumbers01	Strange In Numbers																																003EE5AB:Babylon_Perk_Cards:FLST	003F7F79:Babylon_PerkCardPack_LaunchPack001_Common:FLST	004249AF:Babylon_PerkCardPack_LaunchPack002_CommonLow:FLST	0042FFD0:BabylonTeamPerkDraftCards_76:FLST							
0047141C	zzz_Babylon_GunslingerMasterCard	209	Quick on the draw, quick on the trigger.	GunslingerMaster			0.000000	1	Agility	None	001179F3	PerkCard_Caps_Rare		001A763F:UIPerkMenuGunslinger:SNDR	1	1|00479B3A:zzz_Babylon_GunslingerMaster03:Master Gunslinger|	1	1	00479B3A	zzz_Babylon_GunslingerMaster03	Master Gunslinger																																0042FFCC:BabylonSoloPerkDraftCards_76:FLST										
004713FA	zzz_Babylon_MarathonerCard	209	You're going the distance!	Marathoner			0.000000	1	Agility	None	001179ED	PerkCard_Caps_Common			1	1|00479B44:zzz_Babylon_Marathoner03:Marathoner|	3	1	00479B44	zzz_Babylon_Marathoner03	Marathoner																																0042FFCC:BabylonSoloPerkDraftCards_76:FLST	00472C0D:Babylon_Starter_Perk_Cards:FLST	00553296:Babylon_PerkCardPack_LaunchPack003_StarterFoil:FLST								
0047141A	zzz_Babylon_GuerrillaMasterCard	209	You're a close-quarters gun warrior!	GuerrillaMaster			0.000000	1	Agility	None	001179F3	PerkCard_Caps_Rare			1	1|00479B38:zzz_Babylon_GuerrillaMaster03:Master Guerrilla|	1	1	00479B38	zzz_Babylon_GuerrillaMaster03	Master Guerrilla																																0042FFCC:BabylonSoloPerkDraftCards_76:FLST										
00471404	zzz_Babylon_RadSpongeCard	209	Oh, the benefits of lead poisoning.	RadSponge			0.000000	1	Charisma	None	0024F8D6	PerkCard_Caps_Uncommon			1	1|00479B50:zzz_Babylon_RadSponge03:Rad Sponge|	4	1	00479B50	zzz_Babylon_RadSponge03	Rad Sponge																																003EE5AB:Babylon_Perk_Cards:FLST	003F7F79:Babylon_PerkCardPack_LaunchPack001_Common:FLST	004249AF:Babylon_PerkCardPack_LaunchPack002_CommonLow:FLST	0042FFD0:BabylonTeamPerkDraftCards_76:FLST							
00471418	zzz_Babylon_GrenadierCard	209	Cool people don't look at explosions.	Grenadier			0.000000	1	Perception	None	001179F3	PerkCard_Caps_Rare			1	3|00479B36:zzz_Babylon_Grenadier02:Grenadier|	4	3	00479B36	zzz_Babylon_Grenadier02	Grenadier																																003EE5AB:Babylon_Perk_Cards:FLST	003F7F79:Babylon_PerkCardPack_LaunchPack001_Common:FLST	004249AF:Babylon_PerkCardPack_LaunchPack002_CommonLow:FLST	0042FFCC:BabylonSoloPerkDraftCards_76:FLST							
004713F4	zzz_Babylon_BlockerCard	209	Brace for impact!	Blocker			0.000000	1	Strength	None	001179F3	PerkCard_Caps_Rare			1	1|00479B23:zzz_Babylon_Blocker03:Blocker|	4	1	00479B23	zzz_Babylon_Blocker03	Blocker																																003EE5AB:Babylon_Perk_Cards:FLST	003F7F79:Babylon_PerkCardPack_LaunchPack001_Common:FLST	004249AF:Babylon_PerkCardPack_LaunchPack002_CommonLow:FLST	0042FFCC:BabylonSoloPerkDraftCards_76:FLST							
00471416	zzz_Babylon_GhoulishCard	209	Sure, you're still human - on the outside!	Ghoulish			0.000000	1	Endurance	None	001179ED	PerkCard_Caps_Common		001A763C:UIPerkMenuGhoulish:SNDR	1	9|00479B33:zzz_Babylon_Ghoulish03:Ghoulish|	3	9	00479B33	zzz_Babylon_Ghoulish03	Ghoulish																																003EE5AB:Babylon_Perk_Cards:FLST	003F7F79:Babylon_PerkCardPack_LaunchPack001_Common:FLST	0042FFCC:BabylonSoloPerkDraftCards_76:FLST								
00471402	zzz_Babylon_HealingHandsCard	209	It's alive! ALIVE!	HealingHands			0.000000	1	Charisma	None	001179ED	PerkCard_Caps_Common			1	1|00479B3B:zzz_Babylon_HealingHands01:Healing Hands|	4	1	00479B3B	zzz_Babylon_HealingHands01	Healing Hands																																003EE5AB:Babylon_Perk_Cards:FLST	003F7F79:Babylon_PerkCardPack_LaunchPack001_Common:FLST	004249AF:Babylon_PerkCardPack_LaunchPack002_CommonLow:FLST	0042FFD0:BabylonTeamPerkDraftCards_76:FLST							
00471414	zzz_Babylon_FieldSurgeonCard	209	The Wasteland is your operating room!	FieldSurgeon			0.000000	1	Charisma	None	001179F3	PerkCard_Caps_Rare			1	6|00479B30:zzz_Babylon_FieldSurgeon01:Field Surgeon|	2	6	00479B30	zzz_Babylon_FieldSurgeon01	Field Surgeon																																003EE5AB:Babylon_Perk_Cards:FLST	003F7F79:Babylon_PerkCardPack_LaunchPack001_Common:FLST									
00471401	zzz_Babylon_EMTCard	209	No one dies on your watch!	EMT			0.000000	1	Charisma	None	001179ED	PerkCard_Caps_Common			1	1|00479B2E:zzz_Babylon_EMT03:E.M.T.|	4	1	00479B2E	zzz_Babylon_EMT03	E.M.T.																																003EE5AB:Babylon_Perk_Cards:FLST	003F7F79:Babylon_PerkCardPack_LaunchPack001_Common:FLST	004249AF:Babylon_PerkCardPack_LaunchPack002_CommonLow:FLST	0042FFD0:BabylonTeamPerkDraftCards_76:FLST							
00471435	zzz_Babylon_ThruHikerCard	209	You have learned the art of proper weight distribution.	ThruHiker			0.000000	1	Agility	None	001179ED	PerkCard_Caps_Common			1	1|00479B60:zzz_Babylon_ThruHiker03:Thru-hiker|	1	1	00479B60	zzz_Babylon_ThruHiker03	Thru-hiker																																0042FFCC:BabylonSoloPerkDraftCards_76:FLST										
00471411	zzz_Babylon_CommandoMasterCard	209		CommandoMaster			0.000000	1	Perception	None	001179F3	PerkCard_Caps_Rare		001A7633:UIPerkMenuCommando:SNDR	1	3|00479B2A:zzz_Babylon_CommandoMaster03:Master Commando|	4	3	00479B2A	zzz_Babylon_CommandoMaster03	Master Commando																																003EE5AB:Babylon_Perk_Cards:FLST	003F7F79:Babylon_PerkCardPack_LaunchPack001_Common:FLST	004249AF:Babylon_PerkCardPack_LaunchPack002_CommonLow:FLST	0042FFCC:BabylonSoloPerkDraftCards_76:FLST							
00471433	zzz_Babylon_SturdyFrameCard	209	You are built like a brick house.	SturdyFrame			0.000000	1	Strength	None	0024F8D6	PerkCard_Caps_Uncommon			1	1|00479B5B:zzz_Babylon_SturdyFrame02:Sturdy Frame|	1	1	00479B5B	zzz_Babylon_SturdyFrame02	Sturdy Frame																																003EE5AB:Babylon_Perk_Cards:FLST										
0047142D	zzz_Babylon_RiflemanMasterCard	209	You'd give Daniel Boone a run for his money!	RiflemanMaster			0.000000	1	Perception	None	001179F3	PerkCard_Caps_Rare		001A72F1:UIPerkMenuRifleman:SNDR	1	3|00479B52:zzz_Babylon_RiflemanMaster03:Master Rifleman|	4	3	00479B52	zzz_Babylon_RiflemanMaster03	Master Rifleman																																003EE5AB:Babylon_Perk_Cards:FLST	003F7F79:Babylon_PerkCardPack_LaunchPack001_Common:FLST	004249AF:Babylon_PerkCardPack_LaunchPack002_CommonLow:FLST	0042FFCC:BabylonSoloPerkDraftCards_76:FLST							
0047140D	zzz_Babylon_BulletShieldCard	209	The best protection is a hail of bullets!	BulletShield			0.000000	1	Strength	None	001179F3	PerkCard_Caps_Rare			1	3|00479B26:zzz_Babylon_BulletShield03:Bullet Shield|	4	3	00479B26	zzz_Babylon_BulletShield03	Bullet Shield																																003EE5AB:Babylon_Perk_Cards:FLST	003F7F79:Babylon_PerkCardPack_LaunchPack001_Common:FLST	004249AF:Babylon_PerkCardPack_LaunchPack002_CommonLow:FLST	0042FFCC:BabylonSoloPerkDraftCards_76:FLST							
00471429	zzz_Babylon_PharmacistCard	209	Take 2 of these and never call me again.	Pharmacist			0.000000	1	Intelligence	None	0024F8D6	PerkCard_Caps_Uncommon		001A72E8:UIPerkMenuPharmacist:SNDR	1	1|00479B4C:zzz_Babylon_Pharmacist03:Pharmacist|	4	1	00479B4C	zzz_Babylon_Pharmacist03	Pharmacist																																003EE5AB:Babylon_Perk_Cards:FLST	003F7F79:Babylon_PerkCardPack_LaunchPack001_Common:FLST	004249AF:Babylon_PerkCardPack_LaunchPack002_CommonLow:FLST	0042FFCC:BabylonSoloPerkDraftCards_76:FLST							
004713FD	zzz_Babylon_StrongbackCard	209	What are you, part pack mule?	StrongBack			0.000000	1	Strength	None	0024F8D6	PerkCard_Caps_Uncommon		001A72FA:UIPerkMenuStrongBack:SNDR	1	1|00479B5A:zzz_Babylon_StrongBack04:Strong Back|	2	1	00479B5A	zzz_Babylon_StrongBack04	Strong Back																																00472C0D:Babylon_Starter_Perk_Cards:FLST	00553296:Babylon_PerkCardPack_LaunchPack003_StarterFoil:FLST									
00471425	zzz_Babylon_OneGunArmyCard	209	You don't need an army. You ARE the army!	OneGunArmy			0.000000	1	Luck	None	001179F3	PerkCard_Caps_Rare			1	1|00479B48:zzz_Babylon_OneGunArmy03:One Gun Army|	0	1	00479B48	zzz_Babylon_OneGunArmy03	One Gun Army																																										
00471409	zzz_Babylon_AquaBoyGirlCard	209	Water is your ally.	Aquaboy	Aquagirl		0.000000	1	Endurance	None	001179ED	PerkCard_Caps_Common		00211CA0:UIPerkMenuAquaBoy:SNDR	1	3|000E36F9:Aquaboy01:Aquaboy|000E9453:Aquagirl01:Aquagirl	3	3	000E36F9	Aquaboy01	Aquaboy	000E9453	Aquagirl01	Aquagirl																													003EE5AB:Babylon_Perk_Cards:FLST	003F7F79:Babylon_PerkCardPack_LaunchPack001_Common:FLST	004249AF:Babylon_PerkCardPack_LaunchPack002_CommonLow:FLST								
00471421	zzz_Babylon_LockAndLoadCard	209	Maximize the pain on your target!	LockAndLoad			0.000000	1	Strength	None	0024F8D6	PerkCard_Caps_Uncommon			1	1|00479B42:zzz_Babylon_LockAndLoad03:Lock and Load|	4	1	00479B42	zzz_Babylon_LockAndLoad03	Lock and Load																																003EE5AB:Babylon_Perk_Cards:FLST	003F7F79:Babylon_PerkCardPack_LaunchPack001_Common:FLST	004249AF:Babylon_PerkCardPack_LaunchPack002_CommonLow:FLST	0042FFCC:BabylonSoloPerkDraftCards_76:FLST							
004713F5	zzz_Babylon_DeadManSprintingCard	209	Burst into the afterlife at a full sprint!	DeadManRunning			0.000000	1	Agility	None	0024F8D6	PerkCard_Caps_Uncommon			1	1|00479B2C:zzz_Babylon_DeadManSprinting02:Dead Man Sprinting|	4	1	00479B2C	zzz_Babylon_DeadManSprinting02	Dead Man Sprinting																																003EE5AB:Babylon_Perk_Cards:FLST	003F7F79:Babylon_PerkCardPack_LaunchPack001_Common:FLST	004249AF:Babylon_PerkCardPack_LaunchPack002_CommonLow:FLST	0042FFCC:BabylonSoloPerkDraftCards_76:FLST							
0047141D	zzz_Babylon_HeavyGunnerMasterCard	209	You're a tank with legs.	HeavyGunnerMaster			0.000000	1	Strength	None	001179F3	PerkCard_Caps_Rare		001A7641:UIPerkMenuHeavyGunner:SNDR	1	3|00479B3C:zzz_Babylon_HeavyGunnerMaster03:Master Heavy Gunner|	4	3	00479B3C	zzz_Babylon_HeavyGunnerMaster03	Master Heavy Gunner																																003EE5AB:Babylon_Perk_Cards:FLST	003F7F79:Babylon_PerkCardPack_LaunchPack001_Common:FLST	004249AF:Babylon_PerkCardPack_LaunchPack002_CommonLow:FLST	0042FFCC:BabylonSoloPerkDraftCards_76:FLST							
00471405	zzz_Babylon_SpiritualHealerCard	209	Your spirit thrives when helping others.	SpiritualHealer			0.000000	1	Charisma	None	0024F8D6	PerkCard_Caps_Uncommon			1	3|00479B58:zzz_Babylon_SpiritualHealer03:Spiritual Healer|	4	3	00479B58	zzz_Babylon_SpiritualHealer03	Spiritual Healer																																003EE5AB:Babylon_Perk_Cards:FLST	003F7F79:Babylon_PerkCardPack_LaunchPack001_Common:FLST	004249AF:Babylon_PerkCardPack_LaunchPack002_CommonLow:FLST	0042FFD0:BabylonTeamPerkDraftCards_76:FLST							
00471419	zzz_Babylon_GroundPounderCard	209	The battlefield is your happy place!	GroundPounder			0.000000	1	Perception	None	001179F3	PerkCard_Caps_Rare			1	3|00479B37:zzz_Babylon_GroundPounder03:Ground Pounder|	4	3	00479B37	zzz_Babylon_GroundPounder03	Ground Pounder																																003EE5AB:Babylon_Perk_Cards:FLST	003F7F79:Babylon_PerkCardPack_LaunchPack001_Common:FLST	004249AF:Babylon_PerkCardPack_LaunchPack002_CommonLow:FLST	0042FFCC:BabylonSoloPerkDraftCards_76:FLST							
004713F9	zzz_Babylon_LifegiverCard	209	You embody wellness!	LifeGiver			0.000000	1	Endurance	None				001A7647:UIPerkMenuLifeGiver:SNDR	1	1|00479B41:zzz_Babylon_LifeGiver03:LifeGiver|	2	1	00479B41	zzz_Babylon_LifeGiver03	LifeGiver																																00472C0D:Babylon_Starter_Perk_Cards:FLST	00553296:Babylon_PerkCardPack_LaunchPack003_StarterFoil:FLST									
00471415	zzz_Babylon_FirstAidCard	209	Is there a doctor in the house?	FirstAid			0.000000	1	Intelligence	None	001179ED	PerkCard_Caps_Common			1	6|00479B32:zzz_Babylon_FirstAid03:First Aid|	2	6	00479B32	zzz_Babylon_FirstAid03	First Aid																																003EE5AB:Babylon_Perk_Cards:FLST	003F7F79:Babylon_PerkCardPack_LaunchPack001_Common:FLST									
00471413	zzz_Babylon_EvasiveCard	209	Reflexes are better than armor anyway.	Evasive			0.000000	1	Agility	None	0024F8D6	PerkCard_Caps_Uncommon			1	1|00479B2F:zzz_Babylon_Evasive03:Evasive|	0	1	00479B2F	zzz_Babylon_Evasive03	Evasive																																										
00471437	zzz_Babylon_WreckingBallCard	209	You are a literal home wrecker.	WreckingBall			0.000000	1	Intelligence	None	001179ED	PerkCard_Caps_Common			1	1|00479B62:zzz_Babylon_WreckingBall03:Wrecking Ball|	4	1	00479B62	zzz_Babylon_WreckingBall03	Wrecking Ball																																003EE5AB:Babylon_Perk_Cards:FLST	003F7F79:Babylon_PerkCardPack_LaunchPack001_Common:FLST	004249AF:Babylon_PerkCardPack_LaunchPack002_CommonLow:FLST	0042FFCC:BabylonSoloPerkDraftCards_76:FLST							
0047142B	zzz_Babylon_QuickHandsCard	209	In combat, there's no time to hesitate.	QuickHands			0.000000	1	Luck	None	0024F8D6	PerkCard_Caps_Uncommon		001A72ED:UIPerkMenuQuickHands:SNDR	1	1|00479B4E:zzz_Babylon_QuickHands03:Quick Hands|	3	1	00479B4E	zzz_Babylon_QuickHands03	Quick Hands																																003EE5AB:Babylon_Perk_Cards:FLST	003F7F79:Babylon_PerkCardPack_LaunchPack001_Common:FLST	004249AF:Babylon_PerkCardPack_LaunchPack002_CommonLow:FLST								
0047140B	zzz_Babylon_BearArmsCard	209	Your bear-like arms help you bear bigger arms.	BearArms			0.000000	1	Strength	None	0024F8D6	PerkCard_Caps_Uncommon			1	1|00479B22:zzz_Babylon_BearArms03:Bear Arms|	0	1	00479B22	zzz_Babylon_BearArms03	Bear Arms																																										
00471423	zzz_Babylon_MartialArtistCard	209	Light as paper, hard as steel.	MartialArtist			0.000000	1	Strength	None	001179F3	PerkCard_Caps_Rare			1	1|00479B45:zzz_Babylon_MartialArtist03:Martial Artist|	3	1	00479B45	zzz_Babylon_MartialArtist03	Martial Artist																																003EE5AB:Babylon_Perk_Cards:FLST	003F7F79:Babylon_PerkCardPack_LaunchPack001_Common:FLST	004249AF:Babylon_PerkCardPack_LaunchPack002_CommonLow:FLST								
004713FB	zzz_Babylon_MovingTargetCard	209	They can't hurt what they can't hit!	MovingTarget			0.000000	1	Agility	None	0024F8D6	PerkCard_Caps_Uncommon		001A72DE:UIPerkMenuMovingTarget:SNDR	1	3|00479B47:zzz_Babylon_MovingTarget03:Moving Target|	4	3	00479B47	zzz_Babylon_MovingTarget03	Moving Target																																003EE5AB:Babylon_Perk_Cards:FLST	003F7F79:Babylon_PerkCardPack_LaunchPack001_Common:FLST	004249AF:Babylon_PerkCardPack_LaunchPack002_CommonLow:FLST	0042FFCC:BabylonSoloPerkDraftCards_76:FLST							
0047141B	zzz_Babylon_GunRunnerCard	209	Carry light and run fast.	GunRunner			0.000000	1	Agility	None	0024F8D6	PerkCard_Caps_Uncommon			1	6|00479B39:zzz_Babylon_GunRunner02:Gun Runner|	3	6	00479B39	zzz_Babylon_GunRunner02	Gun Runner																																003EE5AB:Babylon_Perk_Cards:FLST	003F7F79:Babylon_PerkCardPack_LaunchPack001_Common:FLST	0042FFCC:BabylonSoloPerkDraftCards_76:FLST								
00471417	zzz_Babylon_GladiatorMasterCard	209	In another life you were a swordsman!	GladiatorMaster			0.000000	1	Strength	None	001179F3	PerkCard_Caps_Rare			1	1|00479B34:zzz_Babylon_GladiatorMaster03:Master Gladiator|	1	1	00479B34	zzz_Babylon_GladiatorMaster03	Master Gladiator																																0042FFCC:BabylonSoloPerkDraftCards_76:FLST										
00471427	zzz_Babylon_OverlyGenerousCard	209	Radiation, the gift that keeps on giving!	OverlyGenerous			0.000000	1	Charisma	None	001179F3	PerkCard_Caps_Rare			1	3|00479B4A:zzz_Babylon_OverlyGenerous02:Overly Generous|	4	3	00479B4A	zzz_Babylon_OverlyGenerous02	Overly Generous																																003EE5AB:Babylon_Perk_Cards:FLST	003F7F79:Babylon_PerkCardPack_LaunchPack001_Common:FLST	004249AF:Babylon_PerkCardPack_LaunchPack002_CommonLow:FLST	0042FFCC:BabylonSoloPerkDraftCards_76:FLST							
00471407	zzz_Babylon_TeamMedicCard	209	Don't you die on me!	TeamMedic			0.000000	1	Charisma	None	0024F8D6	PerkCard_Caps_Uncommon			1	6|00479B5E:zzz_Babylon_TeamMedic03:Team Medic|	3	6	00479B5E	zzz_Babylon_TeamMedic03	Team Medic																																003EE5AB:Babylon_Perk_Cards:FLST	003F7F79:Babylon_PerkCardPack_LaunchPack001_Common:FLST	0042FFD0:BabylonTeamPerkDraftCards_76:FLST								
