SPEL_FormID	SPEL_EDID	SPEL_FULL	SPEL_DESC	SPIT_Type	SPIT_CastType	SPIT_Delivery	SpellConditions
007FA40D	SCORE_S21_IceBreaker_Spell_Explosion	Cryo Slow Explosion		Spell	Fire and Forget	Contact	
007FA40C	zzz_SCORE_S21_IceBreaker_Spell	Cryo Slow		Spell	Fire and Forget	Contact	
007FA3FB	CryoHazard	Cryo Hazard		Spell	Fire and Forget	Contact	
007F68C9	ATX_BloodTransfusionPumpSpell	Blood Transfusion		Spell	Fire and Forget	Self	
007F68C3	ATX_CooldownSpell_BloodTransfusionPump	Blood Transfusion Pump Cooldown		Spell	Fire and Forget	Self	
007AC324	Legendary_Weapon_Electricians_ExplosionSpell	Electricians Weapon Explosion		Ability	Constant Effect	Self	
00805AAB	AbPerkTormentor	Tormentor		Ability	Constant Effect	Self	
0080B571	AbPerkAdrenaline	Adrenaline		Ability	Constant Effect	Self	
0080F8F7	SCORE_S21_AbPerkUnshakeable_Beliefs	Unshakeable Beliefs		Ability	Constant Effect	Self	
0080F8F6	SCORE_S21_COMP_Unshakeable_Beliefs_Dottie_Buff	Unshakable Beliefs		Spell	Constant Effect	Self	
00820D79	Perk_OneGunArmy_LimbDamageSpell	One Gun Army		Ability	Constant Effect	Self	
00820D77	Perk_Enforcer_LimbDamageSpell	Enforcer		Ability	Constant Effect	Self	
00820D76	Perk_BoneShatterer_LimbDamageSpell	Ghoul Melee Limb Damage		Ability	Constant Effect	Self	
00820D78	Perk_ModernRenegade_LimbDamageSpell	Modern Renegade		Ability	Constant Effect	Self	
007FFF24	HIDE_SetBonus_SecretService_Drifter_ReflectiveVFXSpell	Secret Settler Recieve Ballistic VFX Spell		Spell	Fire and Forget	Self	
007FFF22	HIDE_SetBonus_SecretService_Drifter_ReflectiveRecieveSpell	Secret Settler Recieve Ballistic Damage Spell		Ability	Fire and Forget	Target Actor	
007FFF23	HIDE_SetBonus_SecretService_Drifter_ReflectiveReflectSpell	Secret Settler Reflect Ballistic Damage Spell		Ability	Constant Effect	Self	
007FFFED	HIDE_Grenade_Crackler_ElectricalHazardSpell	Crackler Grenade Electrical Hazard Spell		Spell	Concentration	Contact	
008021A2	HIDE_Weapon_Tempest_ApplyBleedSpell	Tempest Apply Bleed Spell		Spell	Fire and Forget	Contact	
00803408	DEL_P62_AbTheDrifter_TeleportSpell	Drifter Abilities		Ability	Constant Effect	Self	
00804C42	HIDE_AbDrifter_FortifySpeedSpell	Drifter Ability Fortify Speed Spell		Ability	Constant Effect	Self	
008063AB	HIDE_AbDrifter_ChameleonSpell	Drifter Ability Chameleon Spell		Ability	Constant Effect	Self	
0080F7FC	DEL_Legendary_Armor_ReboundersRecieveSpell	Rebounders Armor Recieve Ballistic Damage Spell		Ability	Fire and Forget	Target Actor	
0080F7FA	DEL_Legendary_Armor_ReboundersVFXSpell	Rebounders Armor Recieve Ballistic VFX Spell		Spell	Fire and Forget	Self	
0080F7FB	DEL_Legendary_Armor_ReboundersReflectSpell	Rebounders Armor Reflect Ballistic Damage Spell		Ability	Constant Effect	Self	
0080F858	DEL_Legendary_Armor_CrusadersSPECIALSpell	Crusaders S.P.E.C.I.A.L. Spell		Ability	Constant Effect	Self	
0080F9C0	DEL_LegendaryArmor_MetabolicFortifySpell	Metabolic Fortify Food & Chem Spell		Ability	Constant Effect	Self	
0080FC31	HIDE_Legendary_Weapon_BrutalistsOnKillSpell	Brutalist's Weapon On Kill Spell		Spell	Fire and Forget	Self	
0080FC30	HIDE_Legendary_Weapon_BrutalistsSPECIALSpell	Brutalist's Weapon S.P.E.C.I.A.L. Spell		Spell	Fire and Forget	Self	
00811395	DEL_P62_Legendary_Weapon_SatiatedSpell	Satiated Thirst & Hunger Spell		Spell	Fire and Forget	Self	
00811F94	HIDE_Legendary_Weapon_SightSeersSpell	Sightseer's Fortify Damage Spell		Ability	Constant Effect	Self	
00813224	ZZZ_HIDE_Legendary_Armor_OverLoadersEMPExplosionSpell	Over-Loader's Armor EMP Explosion Spell		Spell	Fire and Forget	Contact	
008154F1	ZZZ_HIDE_Legendary_Armor_VoltaicEMPSpell	Voltaic Power Armor EMP Spell		Spell	Fire and Forget	Contact	
00818005	ZZZ_HIDE_Legendary_Armor_VoltaicSprintSpell	Voltaic Power Armor Sprint Spell		Ability	Constant Effect	Self	
00832CB7	SCORE_S22_CooldownSpell_SarsaparillaMachine	Sunset Sarsaparilla Vending Machine Cooldown		Spell	Fire and Forget	Self	
00835A75	HIDE_Weapon_crTempest_ApplyBleedSpell	Tempest Apply Bleed Spell		Spell	Fire and Forget	Contact	
00835A74	HIDE_crGrenade_Crackler_ElectricalHazardSpell	Crackler Grenade Electrical Hazard Spell		Spell	Concentration	Contact	
00837E14	SuperHeated			Spell	Fire and Forget	Contact	
00838A60	HIDE_AbDrifter_AbsorbingMeleeSpell	Drifter Ability Absorb Melee Spell		Ability	Constant Effect	Self	
00838A62	DEL_P62_AbTheDrifter_BlockLimbRegenSpell	Drifter Ability Limb Regen Spell		Ability	Constant Effect	Self	
00838A61	HIDE_AbDrifter_AbsorbingVFXSpell	Drifter Ability Absorb VFX Spell		Spell	Fire and Forget	Self	
00838A63	HIDE_AbDrifter_WeakPointFrenzySpell	Drifter Air Tank Frenzy Spell		Spell	Constant Effect	Self	
00838A5D	HIDE_AbDrifter_AbsorbingFireSpell	Drifter Ability Absorb Fire Spell		Ability	Constant Effect	Self	
00838A5E	HIDE_AbDrifter_AbsorbingEnergySpell	Drifter Ability Absorb Energy Spell		Ability	Constant Effect	Self	
00838A5F	HIDE_AbDrifter_AbsorbingBallisticSpell	Drifter Ability Absorb Ballistic Spell		Ability	Constant Effect	Self	
0083E762	LifeSaverCooldown	Life Saver		Spell	Fire and Forget	Self	
0083EF81	PowerArmorRebootCooldown	Power Armor Reboot		Spell	Fire and Forget	Self	
0083F12F	EMTCooldown	E.M.T.		Spell	Fire and Forget	Self	
00840754	crCB04Mayor_QuestCompletedAddToFactionSpell	Add to Watoga Robot Friend Faction Spell		Ability	Constant Effect	Self	
00840751	CB04_Mayor_QuestCompleteSpell	CB04 Mayor Quest Complete Spell		Ability	Constant Effect	Self	
00840BA7	SCORE_BannerReviveCooldown	¢Scout's Courage		Spell	Fire and Forget	Self	
0084490F	HazardThirstZapperNukaColaSpell	Radiation		Spell	Concentration	Contact	
0084490D	HazardThirstZapperNukaCherrySpell	Radiation		Spell	Concentration	Contact	
0084523D	AbPerkGrimReapersSprint	Grim Reaper's Sprint		Ability	Constant Effect	Self	
0084BF8A	GHL_AbPerkBombScientist	Bomb Scientist		Ability	Constant Effect	Self	
00853D9D	RTSV_Bounty_GreenShader_SP	Green Shader Spell		Ability	Constant Effect	Self	
00853D9E	RTSV_Bounty_WhiteShader_SP	White Shader Spell		Ability	Constant Effect	Self	
00853D9F	RTSV_Bounty_BlueShader_SP	Blue Shader Spell		Ability	Constant Effect	Self	
00853DA0	RTSV_Bounty_RedShader_SP	Red Shader Spell		Ability	Constant Effect	Self	
007D2CAD	Burn_NinjaStealthSpell	Stealth Spell		Ability	Constant Effect	Self	
0080100C	Burn_Sp_RadscorpionFireSting	Burning Radscorpion Fire Sting		Spell	Fire and Forget	Contact	
0080108B	Burn_StingwingAbraxoSpit	Abraxodyne Corrosion		Spell	Fire and Forget	Contact	
00802829	Burn_SandstormDoTStagger	DoT and Stagger		Spell	Fire and Forget	Contact	
0081EC3B	Burn_Bounty_ResilientCloak_SP	Bounty Resilient Cloak		Ability	Constant Effect	Self	
0081EC3C	Burn_Bounty_HealingEffectTarget_SP	Bounty Healing Effect		Spell	Concentration	Contact	
0081EC41	Burn_Bounty_ToxicBloodCloak_SP	Bounty Toxic Blood Cloak		Ability	Constant Effect	Self	
0081EC3D	Burn_Bounty_ActiveCamoEffect_SP	Bounty Active Camo Effect		Spell	Concentration	Contact	
0081EC3E	Burn_Bounty_FreezingTouchCloak_SP	Bounty Freezing Touch Cloak		Ability	Constant Effect	Self	
0081EC46	Burn_Bounty_HealingCloak_SP	Bounty Healing Cloak		Ability	Constant Effect	Self	
0081EC3F	Burn_Bounty_ActiveCamoCloak_SP	Bounty Active Camo Cloak		Ability	Constant Effect	Self	
0081EC40	Burn_Bounty_VolatileCloak_SP	Bounty Volatile Cloak		Ability	Constant Effect	Self	
0081EC42	Burn_Bounty_ResilientEffect_SP	Bounty Resilient Effect		Spell	Concentration	Contact	
0081EC43	Burn_Bounty_SwiftFootCloak_SP	Bounty Swift FootCloak		Ability	Constant Effect	Self	
0081EC44	Burn_Bounty_SwiftFootEffect_SP	Bounty Swift Foot Effect		Spell	Concentration	Contact	
0081EC45	Burn_Bounty_FreezingTouchEffect_SP	Bounty Freezing Touch Effect		Spell	Concentration	Contact	
0081EC47	Burn_Bounty_VolatileEffect_SP	Bounty Volatile Effect		Spell	Concentration	Contact	
0081EC48	Burn_Bounty_ToxicBloodEffect_SP	Bounty Toxic Blood Effect		Spell	Concentration	Contact	
0082074D	Burn_Bounty_AddToBountyFaction	Bounty Add to Faction		Spell	Concentration	Contact	
0082074F	Burn_Bounty_AstroEffect	Low Gravity		Ability	Constant Effect	Self	
0082074E	Burn_Bounty_Mutation_UnstableIsotope	Forced Unstable Isotope		Ability	Constant Effect	Self	
00820750	Burn_Bounty_AstroPerkApplySpell	Apply Astro Perk		Spell	Concentration	Contact	
00820751	Burn_Bounty_UnstableIsotopeCloakSpell	Cloak to Apply Unstable Isotope Mutation		Ability	Fire and Forget	Self	
00820752	Burn_Bounty_UnstableIsotopePerkApplySpell	Apply Unstable Isotope Perk		Spell	Concentration	Contact	
00820753	Burn_Bounty_Purifier_SetOnFire	Burning Environment		Spell	Concentration	Contact	
00820754	Burn_Bounty_TBPerkApplySpell	Apply TB Perk		Spell	Concentration	Contact	
00820755	Burn_Mutation_PlagueWalkerDamageSuper	Plague Walker Damage Aura (Super)		Spell	Concentration	Contact	
00820756	Burn_Bounty_Mutation_PlagueWalker	NPC Plague Walker		Ability	Constant Effect	Self	
00820757	Burn_Bounty_AB_SetOnFireCloak	Cloak to Apply Fire		Ability	Constant Effect	Self	
00820758	Burn_Bounty_AB_ForceFactionCloak	Cloak to Apply Mutation		Ability	Constant Effect	Self	
00820759	Burn_Bounty_AstroCloakSpell	Cloak to Apply Astro Effects		Ability	Fire and Forget	Self	
0082075A	Burn_Bounty_Mutation_HerdMentality	NPC Herd Mentality	-2 SPECIAL solo, +2 SPECIAL grouped	Ability	Constant Effect	Self	
0082075B	Burn_Bounty_TBCloakSpell	Cloak to Apply Mutation		Ability	Fire and Forget	Self	
00824470	Burn_Bounty_SwiftFootEffect_SP_Self	Bounty Swift Foot Effect		Spell	Constant Effect	Self	
00824471	Burn_Bounty_IntimidationCloak_SP	Bounty Intimidation Cloak		Ability	Constant Effect	Self	
0082446D	Burn_Bounty_ScoutPerk_SP	Apply Scout Perk		Ability	Constant Effect	Self	
0082446C	zzzBurn_Bounty_BonusDamageForMutations	Bonus Damage W/ Mutation No.		Spell	Constant Effect	Self	
0082446F	Burn_Bounty_ScoutCamo_SP	Scout Invisibility Spell		Spell	Fire and Forget	Self	
0082446E	Burn_Bounty_IntimidationEffect_SP	War Drum Intimidation		Spell	Concentration	Contact	
00825CCA	Burn_Bounty_FrenzySpell	Frenzy Cloud - Spells		Spell	Concentration	Contact	
00825CC9	Burn_Bounty_AB_ForceFrenzyCloak	Cloak to Apply Frenzy		Ability	Constant Effect	Self	
0082A97D	Burn_Bounty_Mutation_FreezingTouch	Freezing Touch	Slow targets down on attack	Ability	Constant Effect	Self	
00830287	Burn_SandstormVATsDown_Lite	Lower Vats Accuracy Slightly		Ability	Constant Effect	Self	
00830289	Burn_SandstormVATsDown_Heavy	Lower Vats Accuracy Greatly		Ability	Constant Effect	Self	
008333EB	Burn_Bounty_FishermanEffect	Hookable		Ability	Concentration	Contact	
008333EC	Burn_Bounty_FishermanCloak	WaterBreathing		Ability	Fire and Forget	Self	
00833A18	Burn_Bounty_HealingEffectSelf_SP	Bounty Healing Effect		Ability	Constant Effect	Self	
00836589	crBURN_RustGuardWarcry_PerkSpell	Rust Guard Warcry		Spell	Concentration	Contact	
0083658A	crBURN_RustGuardWarcry_CombatCheckSpell	Rust Guard Warcry		Spell	Fire and Forget	Self	
0083658B	crBURN_RustGuardWarcry_CloakSpell	Rust Guard Warcry		Spell	Fire and Forget	Self	
00839BAF	Burn_RadscorpionSuiciderVFX_SP	Suicider VFX		Ability	Constant Effect	Self	
0083A274	Burn_Bounty_NukaBlastDamage_SP	Nuka Blast!		Spell	Fire and Forget	Self	
0083A273	Burn_Bounty_NukaBlast_SP	Nuka Blast!		Spell	Fire and Forget	Self	
0083AEA4	Burn_Bounty_EatTheRich_SP	Eat The Rich		Spell	Fire and Forget	Contact	
0083AF63	Burn_StingwingSuiciderVFX_SP	Suicider VFX		Ability	Constant Effect	Self	
0083BD8C	Burn_Bounty_UnderwaterNoises	Etherial Sounds		Ability	Concentration	Contact	
0083BD8D	Burn_Bounty_FishermanDispel_SP	Dispel Hook!		Spell	Fire and Forget	Self	
0083BD8B	Burn_Bounty_FishermanCloak_Lite	WaterBreathing		Ability	Fire and Forget	Self	
0083BDE4	crBURN_ArmoredDeathclaw_KeywordSpell	Armored Deathclaw Apply Keyword Spell		Spell	Concentration	Contact	
0083BDE3	crBURN_ArmoredDeathclaw_CloakSpell	Armored Deathclaw Radius		Ability	Fire and Forget	Self	
0083D5A1	Burn_Bounty_TankKiller_SP_Self	Bounty Tank Killer Self		Spell	Constant Effect	Self	
0083D5A4	Burn_Bounty_TankKiller_SP	Bounty Tank Killer Effect		Spell	Concentration	Contact	
0083D5A2	Burn_Bounty_Mutation_ElectricallyCharged	Electrically Charged	Slow targets down on attack	Ability	Constant Effect	Self	
0083D5A3	Burn_Bounty_Electricians_NoStun_Spell	Electrician's Weapon Explosion		Ability	Constant Effect	Self	
0083E665	Burn_Bounty_PalmExplosionSpell	Bounty Explosion Exploding Palm		Spell	Fire and Forget	Contact	
0083E666	Burn_Bounty_FishermanHookedCloak	Effects While Hooked		Spell	Concentration	Contact	
0083F143	BOUNTY_LegendaryPickPocketSpell	Pick-Pocket		Spell	Fire and Forget	Self	
0083F273	Burn_ExplosivePunch	Exploding Palm		Spell	Fire and Forget	Contact	
0083F95B	Burn_Bounty_BoxerCloakSpell	Cloak to Apply Boxer Effect		Ability	Fire and Forget	Self	
0083F95D	Burn_Bounty_Mutation_Chameleon	Bounty Chameleon		Ability	Constant Effect	Self	
0083F95C	Burn_Bounty_BoxerPerkApplySpell	Apply Boxer Perk		Spell	Concentration	Contact	
0083F95A	Burn_Bounty_BoxerEffect	No Running Away!		Ability	Constant Effect	Self	
0083FE76	BOUNTY_LegendaryWeaponFeralSpell	Feral		Spell	Fire and Forget	Self	
0083FE77	BOUNTY_LegendaryFeralSpell	Reduce Feral Bar		Spell	Fire and Forget	Self	
0083FE78	zzz_BOUNTY_AbLegendaryGlowingArmorSpell	Glowing		Spell	Constant Effect	Self	
0083FE75	BOUNTY_LegendaryGlowingWeaponSpell	Glowing		Spell	Fire and Forget	Self	
00847B8B	BURN_SQ01_SilasDeathInspect_Spell			Spell	Constant Effect	Self	
00848D81	Burn_Bounty_FortifyXP_SP	On the Hunt	+50% Experience from Head Hunts for 20 minutes.	Spell	Fire and Forget	Self	
00848F19	zzzBurn_StingwingSuicider_Warning_SP	Warning Sound		Spell	Concentration	Contact	
00848F1A	zzzBurn_StingwingSuicider_Cloak_SP	Warning Sound Cloak		Ability	Fire and Forget	Self	
0084A4E0	BOUNTY_LegendaryArmor_Jagged_HitSpellAttacker	Jagged Armor Reflect Bleed Spell		Spell	Fire and Forget	Contact	
0084B165	zzz_BOUNTY_PulsatingExplosionSpell	Pulsating Explosion		Spell	Fire and Forget	Contact	
0084D523	BURN_HealingSpear_CombatCheckSpell	Healing Strike		Spell	Fire and Forget	Self	
0084E790	BURN_HealingSpear_CombatCheckSpell_BlockHeal	Heal Self		Spell	Fire and Forget	Self	
0084E78F	BURN_HealingSpear_CombatCheckSpell_PowerAttack	Healing Strike		Spell	Fire and Forget	Self	
008513D8	BleedDamage	Wolf Bleed		Spell	Fire and Forget	Contact	
008521F1	Burn_crDustDevilPushHazard	Push		Spell	Concentration	Contact	
008521F0	abRaceDustDevil	Dust Devil Abilities		Ability	Constant Effect	Self	
00852E9E	AbRadHogAlpha	Radhog Alpha Abilities		Ability	Constant Effect	Self	
0085315F	Burn_PrisonerCollar_Primed_SP	Prisoner Collar Primed		Ability	Fire and Forget	Self	
0085315E	Burn_PrisonerCollar_Explosion_SP	Prisoner Collar Explosion		Ability	Fire and Forget	Self	
00853D34	AbRadHogFury	AbRadHogFury		Spell	Fire and Forget	Self	
00853D3B	SCORE_S23_CooldownSpell_ChemMysteryMachine	Chem Mystery Machine Cooldown		Spell	Fire and Forget	Self	
00853E05	Burn_AbraxoNukeWeather_SP	Abraxodyne Weather		Disease	Constant Effect	Self	
0085659A	TestLightingDebugSpell	Debug Lighting		Ability	Constant Effect	Self	
008571A5	ChameleonArmorStealthIconSpell	Chameleon		Ability	Constant Effect	Self	
008571AA	Mutation_ChameleonStealthIcon_Spell	Chameleon		Ability	Constant Effect	Self	
008591E1	crGlowingRadHogCloak	Radiation Cloak		Ability	Constant Effect	Self	
008591E2	crRadHogRadHazard	Radiation		Spell	Concentration	Contact	
008591E8	Burn_Bounty_APCloak_SP	Bounty AP Cloak		Ability	Constant Effect	Self	
008591E7	Burn_Bounty_APPerkEffect_SP	Bounty AP Perk Effect		Spell	Concentration	Contact	
0085AD12	Burn_E01_CameraShakeSpellIntense	Camera Shake Spell		Spell	Fire and Forget	Self	
0085AD13	Burn_E01_EarthquakeSpell	Camera Shake Spell		Spell	Fire and Forget	Self	
0085A856	SSE_LandmineTrapExplosionSpell	Susan's Surprise Explosion		Spell	Fire and Forget	Contact	
00868F79	Burn_E02_FlameThrowerFireHazardSpell2x	Strong Fire Hazard		Spell	Fire and Forget	Contact	
00885C6D	zzz_SPELL_BuildUp_AdVictoriamSpell	Ad Victoriam		Spell	Fire and Forget	Self	
00885C6C	zzz_SPELL_PowerAttack_AdVictoriamSpell	Ad Victoriam		Spell	Constant Effect	Self	
0089174C	Burn_E02_EarthquakeSpell	Camera Shake Spell		Spell	Fire and Forget	Self	
0089174D	Burn_E02_EarthquakeSpell_Long	Camera Shake Spell		Spell	Fire and Forget	Self	
00897408	SCORE_MiniSeason_LoveHurts_ChemDuration	Rush of Love		Spell	Fire and Forget	Self	
008A74A9	Ab_FuriousFragility_Spell_ApplyStack	Furious Fragility		Spell	Fire and Forget	Self	
008A795A	zzzRTSV_Bounty_Micro_JunkPoisonEpic_Spell	Junk Poison		Spell	Constant Effect	Self	
008A795B	RTSV_Bounty_Micro_JunkPoison_Spell	Junk Poison		Spell	Constant Effect	Self	
008A796A	zzzAb_FuriousFragility_Spell_ApplyEffects	Furious Fragility		Spell	Fire and Forget	Self	
00868BBE	AbRaceBigfoot			Ability	Constant Effect	Self	
00868BBF	crBigfootSlam	Bigfoot Slam		Spell	Fire and Forget	Contact	
00868BBD	crBigfootStomp	Bigfoot Stomp		Spell	Fire and Forget	Contact	
0089ADB5	SPELL_FurnitureBuffAccuracy	Accuracy Boost		Spell	Fire and Forget	Self	
008A6032	crEnemyNormalization_Events_BossEnemy_Spell	Enemy Normalization Spell		Ability	Fire and Forget	Self	
008A6031	crEnemyNormalization_Events_NormalEnemy_Spell	Enemy Normalization Spell		Ability	Fire and Forget	Self	
008A638E	crNormalizeUp025Spell			Ability	Constant Effect	Self	
008A6785	RA_QuestHighlighterSpell	Quest Collectable Highlighter Spell	Quest Highlighter	Ability	Constant Effect	Self	
008A8639	RTSV_Bounty_Conductor_RadioBlast_Spell	Conductor Blast		Spell	Fire and Forget	Contact	
008AA4DA	RTSV_Bounty_Gunner_DamageCloak_Spell	Cloak to Apply Improved Damage		Ability	Fire and Forget	Self	
008AA4DB	RTSV_Bounty_Gunner_Damage_ApplyPerk_Spell	Apply Astro Perk		Spell	Concentration	Contact	
008AA909	RTSV_BountySpell_AnimSlow03	Slow Tier 3		Ability	Constant Effect	Self	
008AA90E	RTSV_BountySpell_Specs	Blurred		Spell	Concentration	Contact	
008AA90A	RTSV_BountySpell_AnimSlow04	Slow Tier 4		Ability	Constant Effect	Self	
008AA90B	RTSV_BountySpell_AnimSlow02	Slow Tier 2		Ability	Constant Effect	Self	
008AA90C	RTSV_BountySpell_Prof	Maths Hazard		Spell	Fire and Forget	Contact	
008AA90D	RTSV_BountySpell_Florist	Flower Vulnerability		Spell	Fire and Forget	Contact	
008AA90F	RTSV_BountySpell_SpecCloak	Cloak to Apply Blur		Ability	Constant Effect	Self	
008AA908	RTSV_BountySpell_AnimSlow01	Slow Tier 1		Ability	Constant Effect	Self	
008AADE2	zzzRTSV_Bounty_Conductor_RadioBlast_Spell_Pitch2	Conductor Blast		Spell	Constant Effect	Self	
008AADE3	zzzRTSV_Bounty_Conductor_RadioBlast_Spell_Pitch3	Conductor Blast		Spell	Constant Effect	Self	
008AADE4	zzzRTSV_Bounty_Conductor_RadioBlast_Spell_Pitch1	Conductor Blast		Spell	Constant Effect	Self	
008AADE5	zzzRTSV_Bounty_Conductor_RadioBlast_Spell_Pitch4	Conductor Blast		Spell	Constant Effect	Self	
008AB2C8	RTSV_Bounty_StealthSpell	Stealth Spell		Ability	Constant Effect	Self	
008AB68B	RTSV_BountySpell_WinterCloak	Cloak to Apply Cryo		Ability	Constant Effect	Self	
008AB68A	RTSV_BountySpell_Winter	Nuclear Winter		Spell	Concentration	Contact	
008ABB24	AbPerkPortablePower	Portable Power		Ability	Constant Effect	Self	
008AC6DF	RTSV_Bounty_PromotionShader_SP	Promotion Shader Spell		Spell	Fire and Forget	Contact	
008AC7ED	RTSV_BountySpell_Stagger	Stagger		Spell	Fire and Forget	Self	
008AC7EE	RTSV_BountySpell_WeatherBuff			Ability	Constant Effect	Self	
008AC7EF	RTSV_BountySpell_WeatherChannel			Ability	Constant Effect	Self	
008AC4CC	PlayerMovementAbility			Ability	Constant Effect	Self	
008AEDDB	SCORE_S24_SPELL_HealingArch	Restore Health		Spell	Fire and Forget	Self	
008AEFE0	GHL00_Quest_BecomeGhoulRadiationHazard	Extreme Radiation		Spell	Concentration	Contact	
008B092B	RTSV_Stormslasher_CrusherBurning_SP	Burning Crusher		Spell	Fire and Forget	Contact	
008B092A	RTSV_Stormslasher_CrusherStatic_SP	Static Crusher		Spell	Fire and Forget	Contact	
008B0916	RTSV_Stormslasher_HarnesserCheck	Harnesser Static		Ability	Constant Effect	Self	
008B0917	RTSV_Stormslasher_StaticCloakSpell	Explode Everyone		Spell	Concentration	Contact	
008B0918	RTSV_Stormslasher_HarnesserBuffs	Lightning Storm		Ability	Constant Effect	Self	
008B0925	zzzRTSV_Stormslasher_ParalysisCloakSpell	Paralyze Everyone		Spell	Fire and Forget	Contact	
008B091A	RTSV_Stormslasher_AddStaticCharge	Charging Up		Spell	Fire and Forget	Self	
008B091B	RTSV_Stormslasher_StaticDamage	Static Damage		Spell	Fire and Forget	Contact	
008B091D	zzzRTSV_Stormslasher_ModParalysisSP	Paralyze		Spell	Fire and Forget	Contact	
008B091E	RTSV_Stormslasher_RemoveStaticCharge	Charging Down		Spell	Fire and Forget	Self	
008B0926	zzzRTSV_Stormslasher_MassParalysis	Paralyze Everyone		Spell	Concentration	Contact	
008B0920	RTSV_Stormslasher_ExtendedOnslaught	Longer Onslaught Timer		Spell	Fire and Forget	Self	
008B0921	RTSV_Stormslasher_ChainDamage_SP	Chain Damage		Spell	Fire and Forget	Contact	
008B0927	RTSV_Stormslasher_Crusher_SP	Explosion Crusher		Spell	Fire and Forget	Contact	
008B0922	RTSV_Stormslasher_Harness	Harness		Spell	Fire and Forget	Self	
008B0923	zzzRTSV_Stormslasher_ParalysisSP	Paralyze		Spell	Fire and Forget	Contact	
008B0924	RTSV_Stormslasher_ManualGroundSpell	Manually Ground People		Spell	Concentration	Contact	
008B0929	zzzRTSV_Stormslasher_CrusherParalysis_SP	Paralyzing Crusher		Spell	Fire and Forget	Contact	
008B0919	RTSV_Stormslasher_FireDoT	Stormslasher Fire Damage		Spell	Fire and Forget	Contact	
008B091F	RTSV_Stormslasher_ChargeCheck	Static Charged		Spell	Fire and Forget	Self	
008B148F	RTSV_Stormslasher_FortifyWeaponSpeed	Weapon Swing Speed Up		Ability	Constant Effect	Self	
008B2536	RTSV_Stormslasher_OneShotStaggerSP			Spell	Concentration	Contact	
008B1D5E	WeaponsExpert_GatheringBuff_Spell	Rip's Bounty	Cryptids may drop extra scraps	Spell	Fire and Forget	Self	
008B2738	RTSV_Stormslasher_OneShotCloak_SP	One Shot AOE		Spell	Fire and Forget	Self	
008B2739	RTSV_Stormslasher_InstantStaticCharge	Charging Up		Spell	Fire and Forget	Self	
008B273A	RTSV_Stormslasher_OneShotBurning	Burning Crusher		Spell	Fire and Forget	Contact	
008B273B	RTSV_Stormslasher_APOnKill	APViaKill		Spell	Fire and Forget	Self	
008B273C	RTSV_Stormslasher_OneShotHarnessed	Harnessed One Shot		Spell	Fire and Forget	Contact	
008B2737	RTSV_Stormslasher_OneShotCheck	Check For One Shot		Spell	Constant Effect	Contact	
008B2E5F	RTSV_BountySpell_SpecsInvis	Invisispecs		Spell	Concentration	Contact	
008B2E5A	RTSV_BountySpell_WarpInFX			Spell	Fire and Forget	Self	
008B2E5E	RTSV_BountySpell_TimeCloakEffect02	Time Cloak Slow Effect		Spell	Concentration	Contact	
008B2E5B	RTSV_BountySpell_WarpOutFX			Spell	Fire and Forget	Self	
008B2E5C	RTSV_BountySpell_TimeCloak01	Time Cloak		Ability	Constant Effect	Self	
008B2E5D	RTSV_BountySpell_UnderminerDamage	Stagger		Spell	Fire and Forget	Contact	
008B414F	RTSV_BountySpell_TimeCloakEffect01	Time Cloak Slow Effect		Spell	Concentration	Contact	
008B4150	RTSV_BountySpell_TimeCloakEffect03	Time Cloak Slow Effect		Spell	Concentration	Contact	
008B4151	RTSV_BountySpell_TimeCloakEffect04	Time Cloak Slow Effect		Spell	Concentration	Contact	
008B414D	RTSV_BountySpell_TimeCloak03	Time Cloak		Ability	Constant Effect	Self	
008B414C	RTSV_BountySpell_TimeCloak02	Time Cloak		Ability	Constant Effect	Self	
008B414E	RTSV_BountySpell_TimeCloak04	Time Cloak		Ability	Constant Effect	Self	
008B4608	zzzRTSV_Bounty_CultistResistance			Ability	Constant Effect	Self	
008B4B8C	RTSV_BountySpell_JamInhibitor	Damage Inhibiting		Spell	Fire and Forget	Self	
0085B9A2	DEL_HTO_Legendary_Weapon_TarnishedSpell	Tarnished Legendary Spell		Ability	Constant Effect	Self	
0085B9A1	HTO_Legendary_Weapon_SatiatedSpell	Satiated Legendary Spell		Spell	Fire and Forget	Self	
0085B9A3	HTO_Legendary_Armor_RagingSpell	Raging		Spell	Fire and Forget	Self	
0086258B	DEL_crEncounterSkullIndexSpell_Medium	Encounter Skull Index [Medium]		Ability	Constant Effect	Self	
008625CC	HTO_crEncounterSkullIndexSpell	Infestation Encounter Skull Index Spell		Ability	Constant Effect	Self	
008625CB	DEL_crEncounterSkullIndexSpell_Hard	Encounter Skull Index [Hard]		Ability	Constant Effect	Self	
00866D8C	DailyOps_Mutation_SavageStrike	Savage Strike	Improved Accuracy & Damage	Ability	Constant Effect	Self	
008B739A	RTSV_Bounty_TinyEnraged_VFX_SP	Tiny Enraged VFX Spell		Ability	Constant Effect	Self	
008B7388	RTSV_Bounty_FortifyDmgCrippled_SP	Fortify Damage To Crippled Spell		Ability	Constant Effect	Self	
008B7393	RTSV_Bounty_LimbDamage_SP	Limb Damage		Ability	Constant Effect	Self	
