LSCR_FormID	LSCR_EDID	DESC_Description	ConditionCount	Conditions	BNAM_BackgroundImage	NNAM_LoadingScreenNIF	TNAM_Transform	ONAM_Rotation	ZNAM_Zoom	MOD2_CameraPath	PNAM_Unknown	LSST_LoadingScreenText	RefBy_QUST_FormIDs	RefBy_QUST_EDIDs
002F8A8A	Event_FF08_ProjectBeanstalk	Pharmabot JD-7E has been tasked with using an experimental chemical to improve crop yields. Defend him as he goes about his duties.	1	Subject|IsActiveQuest|0004695C:FF08_ProjectBeanstalk:QUST|1.000000|10000000	data\Textures\Interface\LoadingMenuBackgrounds\LS_Plane.DDS	DLC06VaultBoyStatue "Vault-Boy Statue" [STAT:00112899]	DLC06_LSVaultBoyGirl [TRNS:0011227D]				02			
002F8A82	Event_FFZ11_Pack	This forest is overrun with packs of wolves. Fight them off and bring down the pack Alpha!	1	Subject|IsActiveQuest|00095360:FFZ11_Pack:QUST|1.000000|10000000	data\Textures\Interface\LoadingMenuBackgrounds\LS_PowerStation.DDS	DLC06VaultBoyStatue "Vault-Boy Statue" [STAT:00112899]	DLC06_LSVaultBoyGirl [TRNS:0011227D]				02			
002F8A7E	Event_SFS08_Heart		1	Subject|IsActiveQuest|00093187:SFS08_Heart:QUST|1.000000|10000000	data\Textures\Interface\LoadingMenuBackgrounds\LS_Skyline3.DDS	DLC06VaultBoyStatue "Vault-Boy Statue" [STAT:00112899]	DLC06_LSVaultBoyGirl [TRNS:0011227D]				02	Heart of the Swamp  Strangler vines are infesting the plants and creatures in this area, giving birth to a deadly Strangler Heart. It seems the apocalypse will involve a bit of extreme gardening.  - Destroy the Strangler Heart and the creatures that defend it  - The Strangler Heart cannot be damaged when it is closed		
002F8A8E	Event_CB06_ASAM	Defend the Automated Surface-To-Air Missile (ASAM) turret so it can strike at the Scorchbeasts!	1	Subject|IsActiveQuest|0034608A:CB06_ASAM:QUST|1.000000|10000000	data\Textures\Interface\LoadingMenuBackgrounds\LS_MorningFog.DDS	DLC06VaultBoyStatue "Vault-Boy Statue" [STAT:00112899]	DLC06_LSVaultBoyGirl [TRNS:0011227D]				02			
002F8A96	Event_76ExitEventQuest	Feral Ghouls are lurking just outside Vault 76! Drive them back.	1	Subject|IsActiveQuest|003ADDF9:76ExitEventQuest:QUST|1.000000|10000000	data\Textures\Interface\LoadingMenuBackgrounds\LS_Road.DDS	DLC06VaultBoyStatue "Vault-Boy Statue" [STAT:00112899]	DLC06_LSVaultBoyGirl [TRNS:0011227D]				00			
003336A4	GeneralGameplay_TinkersWorkbench	The Tinker's Workbench allows you to craft ammo, grenades, mines, and traps.	0		data\Textures\Interface\LoadingMenuBackgrounds\LS_Plane.DDS	LS_ArmorFireman [STAT:00007314]	LSArmorFireman [TRNS:0006A12F]				00			
003E1899	GeneralGameplay_Recipes	Recipes and Plans are consumed when you activate them in your Pip-Boy, and teach you how to craft different kinds of items.	0		data\Textures\Interface\LoadingMenuBackgrounds\LS_SunsetClear.DDS	LS_ArmorFireman [STAT:00007314]	LSArmorFireman [TRNS:0006A12F]				00			
003E189A	GeneralGameplay_LearningIngredients	Sometimes a craftable version of an item will be unlocked by scrapping it, consuming it, or when you pick it up for the first time.	0		data\Textures\Interface\LoadingMenuBackgrounds\LS_MountaintopExcavator.DDS	LS_ArmorFireman [STAT:00007314]	LSArmorFireman [TRNS:0006A12F]				00			
003E1896	GeneralGameplay_Chems	Chems provide temporary bonuses and penalties. You can only be under the influence of one Chem at a time, and using them carries the risk of Addiction.	0		data\Textures\Interface\LoadingMenuBackgrounds\LS_MushroomCloud.DDS	LS_ArmorFireman [STAT:00007314]	LSArmorFireman [TRNS:0006A12F]				00			
003E18A6	GeneralGameplay_Containers	Any player can access resource Collectors in a C.A.M.P. or public workshop. To prevent theft, build a lock for the Collector, or move the collected items into your private Stash Box.	0		data\Textures\Interface\LoadingMenuBackgrounds\LS_KanawhaCounty.DDS	LS_Camp01 [SCOL:0029BF7A]	LSCamp [TRNS:0029BF7B]				00			
003CE6AE	GeneralGameplay_STASH	Need access to certain items but your C.A.M.P. is too far away? You can actually access your Stash at any train station or Red Rocket in Appalachia.	0		data\Textures\Interface\LoadingMenuBackgrounds\LS_CloudyFoggyRoute89.DDS	LS_Camp01 [SCOL:0029BF7A]	LSCamp [TRNS:0029BF7B]				00			
003D009E	GeneralGameplay_HelpMenu	Go to the main menu and select Help to get detailed explanations on topics such as Crafting, using the C.A.M.P., rules for PvP, and more.	0		data\Textures\Interface\LoadingMenuBackgrounds\LS_Skyline.DDS	LS_Camp01 [SCOL:0029BF7A]	LSCamp [TRNS:0029BF7B]				00			
004F98D5	GeneralGameplay_TagForSearch	The Tag for Search option in the crafting menu will put a magnifying glass icon next to objects that have the components you need.	0		data\Textures\Interface\LoadingMenuBackgrounds\LS_MorningFog.DDS	LS_ArmorFireman [STAT:00007314]	LSArmorFireman [TRNS:0006A12F]				00			
004FC3D8	GeneralGameplay_ScrappedObjects	When you're building at a Workshop or C.A.M.P., you can scrap objects to remove them from the world. Doing so will grant half of the components used to build each object.	0		data\Textures\Interface\LoadingMenuBackgrounds\LS_AbandonedTruck.DDS	LS_ArmorFireman [STAT:00007314]	LSArmorFireman [TRNS:0006A12F]				00			
004FC3D7	GeneralGameplay_StoredObjects	When you're building at a Workshop or C.A.M.P., you can store objects and build them again for free later. Stored objects continue to count towards your build budget.	0		data\Textures\Interface\LoadingMenuBackgrounds\LS_Road.DDS	LS_ArmorFireman [STAT:00007314]	LSArmorFireman [TRNS:0006A12F]				00			
004FDE8D	GeneralGameplay_PowerArmorLevel	You can always enter a suit of Power Armor by using the Transfer button to remove any armor pieces that are higher than your current level.	0		data\Textures\Interface\LoadingMenuBackgrounds\LS_MountainTopSky.DDS	LS_ArmorFireman [STAT:00007314]	LSArmorFireman [TRNS:0006A12F]				00			
004FDE8E	GeneralGameplay_TrainStations	Every Train Station scattered throughout Appalachia has at least one vendor and a Stash Box.	0		data\Textures\Interface\LoadingMenuBackgrounds\LS_RedRocket.DDS	LS_ArmorFireman [STAT:00007314]	LSArmorFireman [TRNS:0006A12F]				00			
0043170B	GeneralGameplay_BlockPlayer	The "Block For This Session" option will mute the selected Player, block all invites, and hide your location on their map until you log off.	0		data\Textures\Interface\LoadingMenuBackgrounds\LS_AbandonedTruck.DDS	LS_Camp01 [SCOL:0029BF7A]	LSCamp [TRNS:0029BF7B]				00			
0043170C	Photomode_PersonalLoadScreen	Pictures you take in Photomode will sometimes appear as personalized loading screens. Memories!	0		data\Textures\Interface\LoadingMenuBackgrounds\LS_CapitolBuilding.DDS	LS_ArmorFireman [STAT:00007314]	LSArmorFireman [TRNS:0006A12F]				00			
0043170A	GeneralGameplay_ScrappingJunk	Over-encumbered? Scrap all your Junk items at a crafting workbench. You'll still have the same crafting components the Junk items would have given you, at a significantly lower weight.	0		data\Textures\Interface\LoadingMenuBackgrounds\LS_CapitolBuilding.DDS	LS_Camp01 [SCOL:0029BF7A]	LSCamp [TRNS:0029BF7B]				00			
00434FF4	GeneralGameplay_Ore	Ore, such as Iron Ore and Gold Ore, can be smelted down at a Chemistry Station in order to turn them into crafting components.	0		data\Textures\Interface\LoadingMenuBackgrounds\LS_CloudyFoggyWoods.DDS	LS_ArmorFireman [STAT:00007314]	LSArmorFireman [TRNS:0006A12F]				00			
0043A4D5	GeneralGameplay_Storage	Containers you build at your C.A.M.P. all share storage. You're limited in how many items you can store, so make use of crafting, scrapping, and trading if you've hit the limit.	0		data\Textures\Interface\LoadingMenuBackgrounds\LS_CapitolBuilding.DDS	LS_Camp01 [SCOL:0029BF7A]	LSCamp [TRNS:0029BF7B]				00			
0043A4D4	GeneralGameplay_Boss	A crown icon indicates that an enemy is a Boss for this location. Bosses are generally tougher and drop more loot.	0		data\Textures\Interface\LoadingMenuBackgrounds\LS_WatchTower.DDS	LS_ArmorFireman [STAT:00007314]	LSArmorFireman [TRNS:0006A12F]				00			
0043A4D3	GeneralGameplay_Clothing	Clothing can be worn over any armor pieces you have equipped. Travel Appalachia in style!	0		data\Textures\Interface\LoadingMenuBackgrounds\LS_MountaintopExcavator2.DDS	LS_ArmorFireman [STAT:00007314]	LSArmorFireman [TRNS:0006A12F]				00			
0049887D	Event_E01F_Fasnacht		1	Subject|IsActiveQuest|0049886E:E01F_Fasnacht:QUST|1.000000|10000000	Data\textures\interface\loadingmenubackgrounds\ls_fasnacht.dds						02	Fasnacht Day  The robots have decided it's time to celebrate Fasnacht in Helvetia again. Join the fun during the Fasnacht Day parade and earn a chance at a festival mask!  - Find the Protectron marchers and help them with their tasks so they can join the parade  - Protect the parade marchers, as your reward depends on how many survive  - Light the bonfire to end the celebration		
003F7F99	Nukashine_LoadScreen	Half the fun of Nukashine is that you never know what kind of crazy places it will take you.	1	Subject|HasMagicEffect|003F50F1:Nukashine_LoadScreenIsActive:MGEF|1.000000|10000000	Data\textures\interface\loadingmenubackgrounds\ls_nukashine.dds						02			
0041B782	Event_E01C_Tales_Dark		1	Subject|IsActiveQuest|004648C3:E01C_Tales_Dark:QUST|1.000000|10000000	Data\textures\interface\loadingmenubackgrounds\ls_campfire.dds						02	Campfire Tales  Scout Leader Penny has some scary stories to tell around the campfire. Be careful, as some stories are more real than others.   - Follow Penny's instructions as the objectives update  - Perform the requested tasks  - Keep gathering twigs and don't let the campfire burn out		
0041B783	Event_SFS09_Habitat		1	Subject|IsActiveQuest|005109AF:SFS09_Habitat:QUST|1.000000|10000000	Data\textures\interface\loadingmenubackgrounds\ls_arktos.dds						02	Project Paradise  Take part in a long lost experiment in the Arktos Pharma Biome Lab, and you may make some unexpected new friends.  - Collect the preferred food in each habitat and deposit it into the feeder  - The more food supplied, the tougher the creature it will attract  - Protect the friendly creatures from predators, as the number of survivors determines your reward		
0041AE2F	Event_E01B_Herd		1	Subject|IsActiveQuest|00498662:E01B_Herd:QUST|1.000000|10000000	Data\textures\interface\loadingmenubackgrounds\ls_freerange.dds						02	Free Range  A pack of Brahmin lost their robotic handler on the way back to the farm. Guide them home, and watch out for wild Sheepsquatch!  - Loot and equip a Shepherd's Crook so you can urge the Brahmin to move faster  - Protect the Brahmin from the dangers on the road, as your reward depends on how many survive  - If the Brahmin split up, you should too		
0041AE30	Event_E01B_Encryptid		1	Subject|IsActiveQuest|00454CB6:E01B_Encryptid:QUST|1.000000|10000000	Data\textures\interface\loadingmenubackgrounds\ls_encryptid.dds						02	Encryptid  A rogue creature is terrorizing Appalachia; could it be the fabled Sheepsquatch?  - Recall the creature by using an Assaultron Recall Keycard at the terminal  - The creature will not take damage while in Stealth Mode  - Watch your health, as you will take damage as a conduit  - Avoid entering or standing in the burning areas created by the creature  - Defeat the creature before the conduits run out of power		
003846FD	zzzBabylon_Loadscreen_12	There's no time for addiction! While in Nuclear Winter, take all the chems you need without the fear for any nasty repercussions. 	1	Subject|GetQuickplayModeLoadingInto|00 00 00 00|4.000000|10000000	Data\textures\interface\loadingmenubackgrounds\NW_LS_powerarmor.DDS	LS_VertibirdFlying [STAT:00247997]	LSCombat03 [TRNS:00219812]				00			
00384F4E	zzzBabylon_Loadscreen_04	Caps and XP earned in Nuclear Winter are awarded at the end of a match based on your performance!	1	Subject|GetQuickplayModeLoadingInto|00 00 00 00|4.000000|10000000	Data\textures\interface\loadingmenubackgrounds\NW_LS_mt_airport.DDS	LS_VertibirdFlying [STAT:00247997]	LSCombat03 [TRNS:00219812]				00			
00384F4F	zzzBabylon_Loadscreen_05	Stimpaks in Nuclear Winter stop healing when you take damage. Find a safe place before using them!	1	Subject|GetQuickplayModeLoadingInto|00 00 00 00|4.000000|10000000	Data\textures\interface\loadingmenubackgrounds\NW_LS_cabinTrapped.DDS	LS_VertibirdFlying [STAT:00247997]	LSCombat03 [TRNS:00219812]				00			
00384F1B	zzzBabylon_Loadscreen_06	You can earn Perk Cards for use in Nuclear Winter by playing matches!	1	Subject|GetQuickplayModeLoadingInto|00 00 00 00|4.000000|10000000	Data\textures\interface\loadingmenubackgrounds\NW_LS_mt_coolingTower.DDS	LS_VertibirdFlying [STAT:00247997]	LSCombat03 [TRNS:00219812]				00			
00384F5C	zzzBabylon_Loadscreen_01	To guarantee a fair fight, Nuclear Winter strips you of everything but your cosmetics. Your belongings are returned at the end of a match.	1	Subject|GetQuickplayModeLoadingInto|00 00 00 00|4.000000|10000000	Data\textures\interface\loadingmenubackgrounds\NW_LS_vault51.DDS	LS_VertibirdFlying [STAT:00247997]	LSCombat03 [TRNS:00219812]				00			
00384C42	zzzBabylon_Loadscreen_11	Spending time in the storm can be a new and exciting experience that is also extremely detrimental to your health!	1	Subject|GetQuickplayModeLoadingInto|00 00 00 00|4.000000|10000000	Data\textures\interface\loadingmenubackgrounds\NW_LS_scorchedBeast.DDS	LS_VertibirdFlying [STAT:00247997]	LSCombat03 [TRNS:00219812]				00			
00384F53	zzzBabylon_Loadscreen_03	Your SPECIAL provides no bonuses in Nuclear Winter, and only affects how many Nuclear Winter Perk Cards of a certain stat you can equip.	1	Subject|GetQuickplayModeLoadingInto|00 00 00 00|4.000000|10000000	Data\textures\interface\loadingmenubackgrounds\NW_LS_binoculars.DDS	LS_VertibirdFlying [STAT:00247997]	LSCombat03 [TRNS:00219812]				00			
00384CA8	zzzBabylon_Loadscreen_09	You can only equip seven total Perk Cards in Nuclear Winter.	1	Subject|GetQuickplayModeLoadingInto|00 00 00 00|4.000000|10000000	Data\textures\interface\loadingmenubackgrounds\NW_LS_mt_graftonMonster.DDS	LS_VertibirdFlying [STAT:00247997]	LSCombat03 [TRNS:00219812]				00			
00384F1C	zzzBabylon_Loadscreen_07	Hunger and Thirst aren't a factor in Nuclear Winter. Focus on surviving the fight!	1	Subject|GetQuickplayModeLoadingInto|00 00 00 00|4.000000|10000000	Data\textures\interface\loadingmenubackgrounds\NW_LS_mt_crossing.DDS	LS_VertibirdFlying [STAT:00247997]	LSCombat03 [TRNS:00219812]				00			
00384CA7	zzzBabylon_Loadscreen_08	We've suppressed your diseases and the ability to contract diseases for the time being. Fight your enemies, not viruses!	1	Subject|GetQuickplayModeLoadingInto|00 00 00 00|4.000000|10000000	Data\textures\interface\loadingmenubackgrounds\NW_LS_flatwoodsSign.DDS	LS_VertibirdFlying [STAT:00247997]	LSCombat03 [TRNS:00219812]				00			
00384F52	zzzBabylon_Loadscreen_02	In Nuclear Winter you take less damage from falling from heights and can fall from higher distances. 	1	Subject|GetQuickplayModeLoadingInto|00 00 00 00|4.000000|10000000	Data\textures\interface\loadingmenubackgrounds\NW_LS_bridgeHanging.DDS	LS_VertibirdFlying [STAT:00247997]	LSCombat03 [TRNS:00219812]				00			
00384C41	zzzBabylon_Loadscreen_10	Nuclear Winter uses its own exclusive Perk Cards, including many you cannot find anywhere else!	1	Subject|GetQuickplayModeLoadingInto|00 00 00 00|4.000000|10000000	Data\textures\interface\loadingmenubackgrounds\NW_LS_nukaCola.DDS	LS_VertibirdFlying [STAT:00247997]	LSCombat03 [TRNS:00219812]				00			
003E3CDB	zzzBabylon_Loadscreen_13	Use your C.A.M.P. Kits freely since you can't take them with you. They don't grow on trees, but they might be made of them!	1	Subject|GetQuickplayModeLoadingInto|00 00 00 00|4.000000|10000000	Data\textures\interface\loadingmenubackgrounds\NW_LS_mt_graftonMonster.DDS	LS_VertibirdFlying [STAT:00247997]	LSCombat03 [TRNS:00219812]				00			
003E3CDD	zzzBabylon_Loadscreen_15	Don't worry about finding bobby pins. A Nuclear Winter Picklock Perk is all you need!	1	Subject|GetQuickplayModeLoadingInto|00 00 00 00|4.000000|10000000	Data\textures\interface\loadingmenubackgrounds\NW_LS_stagingGameroom.DDS	LS_VertibirdFlying [STAT:00247997]	LSCombat03 [TRNS:00219812]				00			
003E3CDC	zzzBabylon_Loadscreen_14	We've suppressed whatever mutations you might have come in with, but that won't stop you from temporarily contracting new ones!	1	Subject|GetQuickplayModeLoadingInto|00 00 00 00|4.000000|10000000	Data\textures\interface\loadingmenubackgrounds\NW_LS_corpseChurch.DDS	LS_VertibirdFlying [STAT:00247997]	LSCombat03 [TRNS:00219812]				00			
003E3CDF	zzzBabylon_Loadscreen_17	You can revive teammates without using a Stimpak in Nuclear Winter, but it takes longer than usual.	1	Subject|GetQuickplayModeLoadingInto|00 00 00 00|4.000000|10000000	Data\textures\interface\loadingmenubackgrounds\NW_LS_train.DDS	LS_VertibirdFlying [STAT:00247997]	LSCombat03 [TRNS:00219812]				00			
003E3CDE	zzzBabylon_Loadscreen_16	Hacking a Nuclear Winter terminal can unlock some great loot and even display the position of enemies on your map!	1	Subject|GetQuickplayModeLoadingInto|00 00 00 00|4.000000|10000000	Data\textures\interface\loadingmenubackgrounds\NW_LS_stagingDesk.DDS	LS_VertibirdFlying [STAT:00247997]	LSCombat03 [TRNS:00219812]				00			
00417783	zzzBabylon_Loadscreen_18	The crossbow can hold up to 3 bolts at once! 	1	Subject|GetQuickplayModeLoadingInto|00 00 00 00|4.000000|10000000	Data\textures\interface\loadingmenubackgrounds\NW_LS_mt_vtu.DDS	LS_VertibirdFlying [STAT:00247997]	LSCombat03 [TRNS:00219812]				00			
0041823A	zzzBabylon_Loadscreen_19	ZAX has replaced items in most containers with more useful items. Search every nook and cranny!	1	Subject|GetQuickplayModeLoadingInto|00 00 00 00|4.000000|10000000	Data\textures\interface\loadingmenubackgrounds\NW_LS_mt_welcomeSign.DDS	LS_VertibirdFlying [STAT:00247997]	LSCombat03 [TRNS:00219812]				00			
0041771E	Vault_VaultSystem01	Vault Missions have multiple ranks. Practice on Novice, then try the Standard or Expert-Rank Missions for greater challenges and greater rewards.	4	Subject|GetGlobalValue|00022B43:GlobalZero:GLOB|1.000000|10000000##Subject|GetRandomPercent|00 00 00 00|50.000000|10100000##Subject|GetInCurrentLocation|000AFBA5:Vault94InteriorLocation:LCTN|1.000000|10010000##Subject|GetInCurrentLocation|003F17CE:Vault94ExteriorLocation:LCTN|1.000000|10010000	Data\textures\interface\loadingmenubackgrounds\ls_vault94.dds						00			
00417728	Vault_VaultSystem02	You can earn the rewards from each rank of each Vault Mission once per day.	4	Subject|GetGlobalValue|00022B43:GlobalZero:GLOB|1.000000|10000000##Subject|GetRandomPercent|00 00 00 00|50.000000|10100000##Subject|GetInCurrentLocation|000AFBA5:Vault94InteriorLocation:LCTN|1.000000|10010000##Subject|GetInCurrentLocation|003F17CE:Vault94ExteriorLocation:LCTN|1.000000|10010000	Data\textures\interface\loadingmenubackgrounds\ls_vault94.dds						00			
00417723	CUT_Vault_V94_Mission01_02	Strangler Hearts are most vulnerable when their deadly blooms open to attack.	1	Subject|GetGlobalValue|00022B43:GlobalZero:GLOB|1.000000|10000000	data\Textures\Interface\LoadingMenuBackgrounds\LS_Plane.DDS						00			
